commit,profile_id,scale_id,resolution_id,target_suffix,store_path,started_at,finished_at,elapsed_hours,calibration_contract_version,calibration_input_hash,calibration_status,migration_status
7fccc37b9bb11e90238b4d18fa73c8cc14072aa2,project_paleo_spatial_local,eu_r005_l006,functional_type,_functional_type,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/paleo_spatial_local/eu_r005_l006/pipeline_paleo_spatial_resolution,2026-09-12T15:28:16Z,2026-09-12T15:39:46Z,0.19168908251656427,sjsdm_cv_adaptive_calibration_v3,058281c73b66822b804d4b8f94001bec,accepted,NA
