route_id,n_pairs,n_age_beats_no_age,proportion_age_beats_no_age,mean_delta_loss_age_minus_no_age,median_delta_loss_age_minus_no_age
pooled_spatiotemporal_age_z_interaction,25,12,0.48,0.0014870812938767442,0.0011930714053228764
pooled_spatiotemporal_age_z_main,25,19,0.76,-0.040637719502800304,-0.03634812986444991
