data_source_id,trait_domain_name,n_records,n_taxa,n_datasets,n_trait_names,value_minimum,value_lwr_25,value_median,value_upr_75,value_maximum,n_shared_taxa,ratio_lwr_25,ratio_median,ratio_upr_75,nearest_power_of_ten_ratio,factor_relative_error,fraction_within_factor_two,fraction_within_25_percent,data_source_desc,absolute_log10_ratio,scale_cluster_strength
160,Stem specific density,810,9,65,1,0.1788,0.7127583335000001,0.805409091,0.882925,1.559,8,0.7395377575266164,0.801991488197578,0.8312595139121327,1,0.19800851180242196,1,0.75,Thermo-Mediterranean species along Greece,0.09583024100316768,none
166,Leaf mass per area,95,19,1,1,0.021003500583920733,0.03227756153691402,0.04646840148698885,0.05859623222530372,0.07603491975162419,14,0.2702663894152975,0.4697471116501921,0.7114730530889091,1,0.5302528883498079,0.5,0.07142857142857142,Traits of Plants in Canada (TOPIC),0.3281358815802624,none
166,Leaf nitrogen content per unit mass,36,1,1,1,1.8293,2.0973,2.4299999999999997,2.715025,3.0345,1,1.0123456790123457,1.0123456790123457,1.0123456790123457,1,0.012345679012345734,1,1,Traits of Plants in Canada (TOPIC),0.005328833505066964,none
166,Stem specific density,94,19,1,1,0.1,0.27,0.4166666665,0.48656565625,0.85,5,1.0809306167699633,1.1366396761133604,1.1987402283673205,1,0.13663967611336036,0.8,0.8,Traits of Plants in Canada (TOPIC),0.05562281167382968,none
167,Leaf mass per area,239,7,8,1,0.019281754639672213,0.05102680722718164,0.06397660284238901,0.07750421019440736,0.14446921147952077,7,0.1119044178683131,0.19658268883147004,0.4952591518777457,0.1,0.9658268883147003,0.5714285714285714,0.42857142857142855,"Watkins, Sjoman and Hitchmough CSR ordination of trees",0.7064547290063447,none
167,Stem specific density,131,7,6,1,0.349464285714286,0.4154811470182875,0.484902597402597,0.5518787599124966,0.790258620689655,7,0.835187123122444,1.263469606794177,1.3709519672831223,1,0.2634696067941771,1,0.2857142857142857,"Watkins, Sjoman and Hitchmough CSR ordination of trees",0.10156479927505861,none
169,Stem specific density,147,138,6,1,0.24,0.47,0.55,0.61,0.83,59,1.0117605131860299,1.0655737704918034,1.185700993901901,1,0.06557377049180335,1,0.7966101694915254,Olson PNAS 2018,0.02758352163208857,none
174,Leaf mass per area,453,50,23,1,0.013163052630519917,0.026265313995921753,0.035345301506674025,0.04562129810082478,0.0855373933827607,46,0.49755189151806073,0.8365718595865057,1.315843307855628,1,0.1634281404134943,0.6739130434782609,0.2826086956521739,riparian forb traits W-Europe,0.07749674820846549,none
174,Stem specific density,453,50,23,1,0.049593625,0.129894737,0.200205702,0.25622276,0.438490153,23,0.8373955427358333,1.1782452692143834,1.415312475132798,1,0.17824526921438344,0.8695652173913043,0.4782608695652174,riparian forb traits W-Europe,0.07123570469459468,none
183,Leaf nitrogen content per unit mass,3153,212,122,1,0.366,1.257,1.751666667,2.472,6.93,207,1,1,1.6333333333333333,1,0,0.7777777777777778,0.6859903381642513,Global 15N Database,0,none
184,Leaf nitrogen content per unit mass,12,12,1,1,9,13.1,16.35,20.3,28.1,12,0.1104211249161583,0.14428160781839583,0.24612130479102956,0.1,0.44281607818395824,0.6666666666666666,0.3333333333333333,Leaf and Whole Plant Traits Database,0.8407890267170888,strong
187,Leaf nitrogen content per unit mass,248,72,4,1,0.80405,1.8632761458113725,2.4047,2.97448303783785,5.55082578438065,72,0.9717542103324948,1,1.0235476024111718,1,0,0.9861111111111112,0.9027777777777778,Abisko & Sheffield Database,0,none
188,Leaf mass per area,388,96,58,1,0.0028579594169762792,0.005963310246932496,0.012727551020408158,0.021149820143884897,0.051546391752577324,90,0.4028933630375205,0.8104828636408301,2.868259202825301,1,0.1895171363591699,0.3333333333333333,0.1,Global Leaf Robustness and Physiology Database,0.09125616317808662,none
188,Leaf nitrogen content per unit mass,69,21,15,1,1.03736559139785,1.2674,1.5,2.01,3.36480271120794,18,0.9992714224204664,1.1687607878972486,1.67796300427382,1,0.16876078789724858,0.7777777777777778,0.5555555555555556,Global Leaf Robustness and Physiology Database,0.06772563252453057,none
191,Leaf nitrogen content per unit mass,2405,388,361,1,0.5,1.2,1.44,1.97,6.36,291,1,1.21574074075,3.0077578124999995,1,0.21574074075000005,0.711340206185567,0.4742268041237113,"Reich-Oleksyn Global Leaf N, P Database",0.08484097060583731,none
199,Leaf mass per area,40,40,1,1,0.01022915497306593,0.038965786857974194,0.053797886170269656,0.06936482155525177,0.21391558425018084,38,0.19894659264752504,0.5919639786748508,0.855641496993515,1,0.40803602132514916,0.5789473684210527,0.2894736842105263,Traits from Subarctic Plant Species Database,0.22770471952488797,none
199,Leaf nitrogen content per unit mass,40,40,1,1,0.843905908223518,1.4883609019792499,1.94339653680484,2.3181024094940774,3.31738573440186,37,1.0210055604728143,1.2430437946828137,1.4341459066476359,1,0.24304379468281367,0.8378378378378378,0.3783783783783784,Traits from Subarctic Plant Species Database,0.09448642989186838,none
202,Leaf nitrogen content per unit mass,295,199,6,1,0.8,1.72,2.21,2.6550000000000002,5.55,192,0.9986867118671325,1.000542838973335,1.307473978980752,1,5.428389733350691e-4,0.796875,0.71875,ArtDeco Database,2.356880061498307e-4,none
206,Leaf mass per area,45,28,4,1,0.0054549999999999885,0.012794999999999997,0.0136986301369863,0.01639344262295082,0.03184713375796178,18,0.99375,1,1,1,0,1,1,GLOPNET - Global Plant Trait Network Database,0,none
206,Leaf nitrogen content per unit mass,45,28,4,1,0.58,0.92,1.01,1.197,2.4163,18,9.645730345202894,10,10,10,0,1,1,GLOPNET - Global Plant Trait Network Database,1,strong
208,Leaf mass per area,571,152,26,1,0.02178649237472767,0.05819040537227638,0.07818608287724786,0.12309999999769845,0.8264462809917356,152,0.09999999999999999,0.1300240577255278,0.437030380639796,0.1,0.300240577255278,0.5657894736842105,0.375,Leaf Physiology Database,0.8859762848408559,strong
208,Leaf nitrogen content per unit mass,584,149,26,1,7.1,13.075,19.5,26.3,63.6,146,0.09999999999999999,0.10972146734681848,0.1832777777777778,0.1,0.09721467346818474,0.7465753424657534,0.6095890410958904,Leaf Physiology Database,0.9597083930437649,strong
209,Leaf mass per area,75,4,2,1,0.025,0.06501950585175552,0.10504201680672269,0.14998314796090328,0.2898550724637681,4,0.13245436668415841,0.2524589593952309,0.39212630148220406,0.1,1.5245895939523086,0.5,0.25,Photosynthetic Capacity Dataset,0.5978092122259084,none
209,Leaf nitrogen content per unit mass,75,4,2,1,6.67,12.87,25.71,27.445,34,4,0.09906357760760909,0.11888023200869577,0.19748511594007068,0.1,0.18880232008695763,0.75,0.5,Photosynthetic Capacity Dataset,0.9248903560061278,investigate
210,Leaf mass per area,213,138,27,2,0.0012799180852425445,0.009553705472908382,0.012903225806451613,0.016666666666666666,0.046948356807511735,136,0.9106580583133692,1.1808476206442422,3.982660406862109,1,0.1808476206442422,0.5661764705882353,0.34558823529411764,Global Respiration Database,0.07219385884719053,none
210,Leaf nitrogen content per unit mass,189,135,28,1,6.1,11.9,17.13125,21.5,53.6,134,0.1,0.1104389885809107,0.4157827755160916,0.1,0.10438988580910691,0.746268656716418,0.6567164179104478,Global Respiration Database,0.9568775793574824,strong
211,Leaf mass per area,568,55,5,1,6.520278588031063,73.23399351858406,116.59661897098736,793.3961684487404,11138.211382113825,55,5.433894624979065e-6,8.47696841682034e-5,1.715798960893963e-4,1e-4,0.15230315831796604,0.32727272727272727,0.14545454545454545,Traits of US Desert Woody Plant Species,4.071759434918213,investigate
211,Leaf nitrogen content per unit mass,54,54,5,1,1.56,2.1094999999999997,2.8575,3.455,5.628,54,1,1,1,1,0,0.9629629629629629,0.8888888888888888,Traits of US Desert Woody Plant Species,0,none
212,Leaf mass per area,1862,78,13,1,0.008098627557158795,0.02523404898035644,0.03593172447962094,0.05221344447232672,0.38600723763570566,78,0.5499999999999619,0.8096402583908451,1,1,0.19035974160915492,0.8974358974358975,0.44871794871794873,Leaf Traits in Central Apennines Beech Forests,0.09170790519510895,none
212,Leaf nitrogen content per unit mass,190,79,12,1,1.033,1.7189999999999999,2.1013028333333352,2.5654079999999997,5.161741,79,1,1,1.049142504424741,1,0,0.9367088607594937,0.8734177215189873,Leaf Traits in Central Apennines Beech Forests,0,none
213,Leaf nitrogen content per unit mass,411,367,1,1,8.82,17.04,22.23,30.345,61.35,364,0.09999999999999999,0.1,0.1,0.1,0,0.9313186813186813,0.8598901098901099,"Plant Traits for Grassland Species (Konza Prairie, Kansas, USA)",1,strong
217,Leaf mass per area,56,2,3,1,0.0025037138612729972,0.003304916103829933,0.004120932320596953,0.005347742030969855,0.0174551241247893,2,7.175278468338727,7.382044009845107,7.588809551351487,10,0.2617955990154893,1,0.5,Leaf Characteristics of Pinus Sylvestris and Picea Abies,0.8681766300192029,investigate
217,Leaf nitrogen content per unit mass,90,2,4,1,0.92605,1.3131375,1.81,2.107730174625,2.82,2,0.7577517351747032,0.848770697455137,0.9397896597355708,1,0.151229302544863,1,0.5,Leaf Characteristics of Pinus Sylvestris and Picea Abies,0.07120962221841362,none
224,Leaf nitrogen content per unit mass,114,113,61,1,10.66,20.465,25.165,30.7975,53.34,94,0.09999999999999999,0.1,0.11102673389432582,0.1,0,0.851063829787234,0.7340425531914894,Altitudinal Vicariants Spain,1,strong
228,Leaf nitrogen content per unit mass,77,4,2,1,1.18113896197807,2.32059553349876,2.58837432778127,3.26424741973209,6.72387528135843,4,0.8502954315429025,0.8920087210024037,0.9379545140439242,1,0.10799127899759631,1,1,Canopy Traits for Temperate Tree Species Under High N-Deposition,0.04963089958721127,none
229,Leaf mass per area,1862,78,13,1,0.008098627557158795,0.02523404898035644,0.03593172447962094,0.05221344447232672,0.38600723763570566,78,0.5499999999999619,0.8096402583908451,1,1,0.19035974160915492,0.8974358974358975,0.44871794871794873,Leaf Traits in Italian Central Apennines Beech Forests,0.09170790519510895,none
229,Leaf nitrogen content per unit mass,190,79,12,1,1.033,1.7189999999999999,2.1013028333333352,2.5654079999999997,5.161741,79,1,1,1.049142504424741,1,0,0.9367088607594937,0.8734177215189873,Leaf Traits in Italian Central Apennines Beech Forests,0,none
240,Leaf mass per area,31,26,5,1,0.01002004008016032,0.01357823941948187,0.01876172607879925,0.024215346549166537,2,25,0.42540767085064596,1.0181339999999999,2.6730769230769234,1,0.018133999999999872,0.32,0.2,Nutrient Resorption Efficiency Database,0.007804940702859741,none
240,Leaf nitrogen content per unit mass,335,183,53,1,0.08,1.1749999999999998,1.7,2.255,4.89,181,1,1.2488486842105262,4.908642399267384,1,0.2488486842105262,0.6850828729281768,0.49171270718232046,Nutrient Resorption Efficiency Database,0.09650982060518169,none
243,Leaf mass per area,110,110,1,1,0.001487802877563361,0.006325193785049652,0.008785288937754722,0.023019285861450425,0.05035388118456908,101,5.255438477565057,5.649945170170608,7.749526496655153,10,0.4350054829829392,0.7821782178217822,0.2376237623762376,Niwot Alpine Plant Traits,0.7520442332339711,strong
243,Leaf nitrogen content per unit mass,48,48,1,1,1.1695,2.040791666666665,2.580020833333335,3.105493181818183,18.2762857142857,42,0.999999999997234,1,1.2151607942691216,1,0,0.8333333333333334,0.7380952380952381,Niwot Alpine Plant Traits,0,none
247,Leaf nitrogen content per unit mass,3,3,1,1,0.67,0.757,0.844,1.157,1.47,3,1.0003536818278276,1.0149253731343284,4.622760305614783,1,0.014925373134328401,0.6666666666666666,0.6666666666666666,Catalonian Mediterranean Shrubland Trait Database,0.006434110005409903,none
252,Leaf nitrogen content per unit mass,455,1,32,1,1.05572795867919,2.267594933509825,2.73054194450378,3.235548138618465,4.67356538772583,1,1.366821899627784,1.366821899627784,1.366821899627784,1,0.3668218996277841,1,0,Traits of Polygonum viviparum L.,0.13571192857807787,none
253,Leaf mass per area,350,35,1,1,0.0028679245326308296,0.007980941193325725,0.00963013586005848,0.01147618635963514,0.019735742356988394,19,0.7037155273872616,0.85162054674241106,2.7790538185204126,1,0.14837945325758894,0.5789473684210527,0.2631578947368421,"Northern mixed-grass prairie species traits - Wyoming, USA",0.06975386904066165,none
253,Leaf nitrogen content per unit mass,140,14,1,1,9.8672592,14.261042654999999,17.11157994,20.69551288,43.38644558,10,0.10024970593752489,0.1177067631359347,0.4094279461001029,0.1,0.17706763135934694,0.7,0.7,"Northern mixed-grass prairie species traits - Wyoming, USA",0.9291985829659679,strong
256,Leaf mass per area,70,3,9,1,0.04676240134882251,0.06896154879446789,0.17675803088507336,0.24508685927439558,0.295032616059204,3,0.12329086235251299,0.12408786843517523,0.3845492571405413,0.1,0.24087868435175228,0.6666666666666666,0.6666666666666666,Structural and biochemical leaf traits of boreal tree species in Finland,0.9062706756261705,investigate
256,Leaf nitrogen content per unit mass,64,3,9,1,0.848745048046112,1.2361314892768849,1.482923448085785,2.5984405279159524,3.26875925064087,3,1.0449061678338845,1.1250389407116614,1.1606178727860645,1,0.12503894071166144,1,1,Structural and biochemical leaf traits of boreal tree species in Finland,0.051167554841613797,none
258,Leaf mass per area,612,26,4,1,42.977011494252814,117.73591868107525,169.01025781184808,215.78602484472034,372.59146343015124,21,1.1925251782386072e-4,2.3555918304738442e-4,4.2540146091408376e-4,1e-4,1.3555918304738441,0.38095238095238093,0.19047619047619047,Rocky Mountain Biological Laboratory WSR/gradient plant traits,3.6278999605445414,investigate
258,Leaf nitrogen content per unit mass,122,14,3,1,3.9070427471566e-4,0.0252462666412225,0.03565434680866185,0.044368909116383096,0.0853335359656947,9,50.28678326621085,92.26685108038951,308.96505081161575,100,0.07733148919610486,0.4444444444444444,0.3333333333333333,Rocky Mountain Biological Laboratory WSR/gradient plant traits,1.9650456990901537,investigate
261,Leaf nitrogen content per unit mass,60,4,45,1,9.10180018832107,12.841591894053126,13.86216608507755,14.846414225477226,24.9806870982648,4,0.14796402057272573,0.17156313670440085,0.27329193413031494,0.1,0.7156313670440084,0.75,0,Leaf nutrient concentrations,0.7655760221149447,investigate
267,Leaf nitrogen content per unit mass,120,30,1,1,0.35,0.91,1.4849999999999999,1.9425000000000001,2.99,26,1.0350735294117648,1.3046582148454557,4.718055818766192,1,0.30465821484545574,0.5769230769230769,0.46153846153846156,Jasper Ridge leaf chemistry data,0.1154967531701253,none
270,Leaf mass per area,723,401,87,1,0.0016445693502906108,0.005888816126615902,0.00847457627118644,0.012903762903762904,0.078125,399,1.4393498939460163,5.487723127542164,7.912724333088485,10,0.45122768724578355,0.543859649122807,0.2506265664160401,Photosynthesis Traits Worldwide,0.7393921917632139,none
270,Leaf nitrogen content per unit mass,668,385,76,1,0.68,1.39,1.94413794,2.53,5.82,382,1.0940619110992444,5.456499452363873,5.8143669505608635,10,0.45435005476361273,0.5261780104712042,0.23036649214659685,Photosynthesis Traits Worldwide,0.7369141159515868,none
274,Leaf mass per area,754,15,10,1,0.009846590125839421,0.032236227976633114,0.03890596575659856,0.05308912563780284,0.22977941176470587,14,0.8920791991952566,1.1054323101234358,1.2214089372793016,1,0.10543231012343579,0.8571428571428571,0.6428571428571429,"Plant Traits from LTER Matsch (Mazia), Italy",0.04353215420563246,none
274,Leaf nitrogen content per unit mass,765,15,10,1,6.944,19.572,24.611,30.208,58.388,14,0.09719059292873768,0.1121567819001315,0.5037828621912535,0.1,0.12156781900131489,0.7142857142857143,0.6428571428571429,"Plant Traits from LTER Matsch (Mazia), Italy",0.9501744603533931,strong
282,Leaf mass per area,53,33,1,1,0.01573181795250262,0.03178415559957784,0.038238368372247714,0.04715020441978199,0.09551458485455831,29,0.9428109491626862,1.1326869455006336,1.454495639319034,1,0.13268694550063365,0.8275862068965517,0.5862068965517241,Garmisch-Partenkirchen elevational gradients,0.054109895187278816,none
282,Leaf nitrogen content per unit mass,53,33,1,1,1.325212159,2.160238419,2.68714954,3.249500523,5.086496167,23,0.8011141794964718,4.177512073930498,6.257113228679868,10,0.5822487926069502,0.391304347826087,0.17391304347826086,Garmisch-Partenkirchen elevational gradients,0.6209177137740017,none
286,Leaf nitrogen content per unit mass,390,37,9,1,0.79,1.73,2.24,2.74,6.04,34,0.8882144605593294,0.9994241354553068,1.1839329614621659,1,5.75864544693161e-4,0.8235294117647058,0.6470588235294118,"LCE: Leaf carbon exchange dataset for tropical, temperate, and boreal species of North and Central A",2.501668321037529e-4,none
287,Leaf mass per area,67,3,12,1,0.025445292620865142,0.04278505083010312,0.056818181818181816,0.06565343258891645,0.13175230566534915,2,0.19490940308174287,0.3273823240156878,0.45985524494963265,1,0.6726176759843122,0.5,0,Leaf economic traits in wheat and maize,0.48494477266287334,none
287,Leaf nitrogen content per unit mass,209,3,19,1,6.1,28.8,36.7,42.4018764,70.6698413733868,3,0.5631451612903225,1,1,1,0,0.6666666666666666,0.6666666666666666,Leaf economic traits in wheat and maize,0,none
290,Leaf nitrogen content per unit mass,804,7,64,1,0.4975,0.8849,1.01755,1.1737250000000001,3.07,7,1.271050037966917,1.3333333330453565,1.9586253925930772,1,0.3333333330453565,0.7142857142857143,0.2857142857142857,TOPIC (Traits of Plants in Canada),0.1249387365144999,none
291,Leaf nitrogen content per unit mass,209,3,19,1,6.1,28.8,36.7,42.4018764,70.6698413733868,3,0.5631451612903225,1,1,1,0,0.6666666666666666,0.6666666666666666,Crop Trait Database,0,none
292,Leaf mass per area,25,25,2,1,31.000000000000036,55.099999999999895,67.10000000000008,77.90000000000005,222.9999999999998,25,2.530853157320401e-4,6.743267529850815e-4,7.519657554281918e-4,0.001,0.32567324701491857,0.72,0.28,Onoda 2017 leaf dataset,3.171129609946206,strong
