route_id,repeat_id,fold_id,component,loss_full,loss_reduced,delta_loss,delta_loss_clamped,share,defined
pooled_spatiotemporal_age_main,2,fold_005,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,2,fold_005,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,2,fold_005,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_001,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_001,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_001,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_002,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_002,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_002,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_003,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_003,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_003,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_004,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_004,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_004,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_005,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_005,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,3,fold_005,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_001,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_001,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_001,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_002,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_002,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_002,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_003,Abiotic,NA,NA,NA,NA,NA,FALSE
