route_id,repeat_id,fold_id,variant,status,error_message,warning_text,converged,linear_trend_slope,median_diff,epochs_run,early_stopping_triggered,loss,brier,auc,auc_macro,n_train_samples,n_test_samples,n_taxa_raw,n_taxa_retained,n_taxa_dropped
pooled_spatial_age_main,3,fold_003,no_associations,not_converged,NA,NA,FALSE,0.02,0.36,106,TRUE,7.47638193456256,0.5411574542692926,0.4568501566920359,0.3844944974373681,164,41,16,16,0
pooled_spatial_age_main,3,fold_004,full,not_converged,NA,NA,FALSE,0.01,0.53,500,FALSE,4.360629889715642,0.31635558510402473,0.6833343909300506,0.6111782325613,164,41,16,15,1
pooled_spatial_age_main,3,fold_004,no_abiotic,ok,NA,NA,TRUE,0,0.02,315,TRUE,1.3502709235893573,0.09818664127520209,0.9018127207733148,0.5262944408532644,164,41,16,15,1
pooled_spatial_age_main,3,fold_004,no_spatial,not_converged,NA,NA,FALSE,0.02,0.68,500,FALSE,4.6309518530516085,0.33611013826438,0.6629174863041225,0.5238400366143579,164,41,16,15,1
pooled_spatial_age_main,3,fold_004,no_associations,not_converged,NA,NA,FALSE,0.03,0.86,242,TRUE,6.6718812255463495,0.4829258634156341,0.517212386572752,0.5230455000303477,164,41,16,15,1
pooled_spatial_age_main,3,fold_005,full,not_converged,NA,NA,FALSE,0.01,0.73,486,TRUE,7.690992146982082,0.5577872481045709,0.4496731474447352,0.5544401348484166,164,41,16,16,0
pooled_spatial_age_main,3,fold_005,no_abiotic,ok,NA,NA,TRUE,0,0.01,218,TRUE,1.6487746207731695,0.12067834643698254,0.8813717490597713,0.5167915417915417,164,41,16,16,0
pooled_spatial_age_main,3,fold_005,no_spatial,not_converged,NA,NA,FALSE,0.11,1.23,102,TRUE,8.636104491254228,0.6255331209115258,0.37180533280811834,0.5038753578130513,164,41,16,16,0
pooled_spatial_age_main,3,fold_005,no_associations,not_converged,NA,NA,FALSE,0.06,0.28,148,TRUE,7.605695631339815,0.5513924301381685,0.45220074467985333,0.5866691800805578,164,41,16,16,0
pooled_spatial_age_main,4,fold_001,full,not_converged,NA,NA,FALSE,0.02,0.29,224,TRUE,3.8857520167044997,0.2843164130429179,0.7174395437334165,0.6026724653659639,164,41,16,16,0
pooled_spatial_age_main,4,fold_001,no_abiotic,ok,NA,NA,TRUE,0,0.01,423,TRUE,1.4187008800948675,0.10505763743101813,0.8995354239256679,0.5196553446553447,164,41,16,16,0
pooled_spatial_age_main,4,fold_001,no_spatial,not_converged,NA,NA,FALSE,0.02,0.62,434,TRUE,3.365065483188813,0.2482965805073018,0.7491430837653325,0.5252989291108486,164,41,16,16,0
pooled_spatial_age_main,4,fold_001,no_associations,not_converged,NA,NA,FALSE,0.13,2.99,406,TRUE,4.279369861312649,0.3108055739721007,0.6784982483971181,0.5469836687232198,164,41,16,16,0
pooled_spatial_age_main,4,fold_002,full,not_converged,NA,NA,FALSE,0.03,1.16,500,FALSE,4.787835980887395,0.3488191352747286,0.6527715355805244,0.5350574295607065,164,41,16,16,0
pooled_spatial_age_main,4,fold_002,no_abiotic,ok,NA,NA,TRUE,0,0,327,TRUE,1.3581357300268282,0.10123937663957391,0.9015449438202248,0.5341272053228575,164,41,16,16,0
pooled_spatial_age_main,4,fold_002,no_spatial,not_converged,NA,NA,FALSE,0.02,0.09,103,TRUE,6.465490991296962,0.467986868903439,0.5287078651685393,0.5237953469671021,164,41,16,16,0
pooled_spatial_age_main,4,fold_002,no_associations,not_converged,NA,NA,FALSE,0.04,0.36,105,TRUE,6.6129125871899115,0.47865757926929264,0.5191385767790262,0.4917371053300561,164,41,16,16,0
pooled_spatial_age_main,4,fold_003,full,not_converged,NA,NA,FALSE,0.01,0.59,500,FALSE,4.414813487809114,0.32306623132482815,0.6760227412009843,0.5954267481476341,164,41,16,16,0
pooled_spatial_age_main,4,fold_003,no_abiotic,ok,NA,NA,TRUE,0,0.03,374,TRUE,1.4374311086112328,0.10553983811638555,0.8989798515976354,0.5230094466936572,164,41,16,16,0
pooled_spatial_age_main,4,fold_003,no_spatial,not_converged,NA,NA,FALSE,0.02,0.04,398,TRUE,4.532901768944075,0.32931471993050654,0.6590139822558291,0.5144428000584228,164,41,16,16,0
pooled_spatial_age_main,4,fold_003,no_associations,not_converged,NA,NA,FALSE,0.08,2.18,325,TRUE,5.35192229773526,0.38822210670926843,0.6062811725106776,0.5813602128736685,164,41,16,16,0
pooled_spatial_age_main,4,fold_004,full,not_converged,NA,NA,FALSE,0.03,0.83,500,FALSE,4.848484957660401,0.35340636765409905,0.6461546876709332,0.5871466220827676,164,41,16,14,2
pooled_spatial_age_main,4,fold_004,no_abiotic,ok,NA,NA,TRUE,0,0.01,421,TRUE,1.496858569733155,0.10968537155223047,0.8899099296211209,0.5292929292929293,164,41,16,14,2
pooled_spatial_age_main,4,fold_004,no_spatial,not_converged,NA,NA,FALSE,0.02,0.04,500,FALSE,4.1720896274947314,0.3043506503917405,0.6977840985061202,0.5323271360132815,164,41,16,14,2
pooled_spatial_age_main,4,fold_004,no_associations,ok,NA,NA,TRUE,0,0.15,391,TRUE,5.825033159946697,0.4216347480437698,0.5760249911874461,0.5447905207967128,164,41,16,14,2
pooled_spatial_age_main,4,fold_005,full,ok,NA,NA,TRUE,0,0.41,500,FALSE,5.077364465627691,0.36800820079119845,0.6350751222431025,0.6152410652410653,164,41,16,16,0
pooled_spatial_age_main,4,fold_005,no_abiotic,ok,NA,NA,TRUE,0,0.01,390,TRUE,1.5168486303380666,0.1097980568788643,0.8902196168625361,0.5140796703296703,164,41,16,16,0
pooled_spatial_age_main,4,fold_005,no_spatial,not_converged,NA,NA,FALSE,0.01,0.3,153,TRUE,5.769821808348772,0.421439105347415,0.5810403986574295,0.5331917769417769,164,41,16,16,0
pooled_spatial_age_main,4,fold_005,no_associations,not_converged,NA,NA,FALSE,0.02,0,107,TRUE,7.118358058822382,0.5152428719522195,0.4838489514673847,0.42492458117458115,164,41,16,16,0
pooled_spatial_age_main,5,fold_001,full,not_converged,NA,NA,FALSE,0.02,0.46,364,TRUE,6.041277827605024,0.4372813554016968,0.5629514963880289,0.5514401341703973,164,41,16,14,2
pooled_spatial_age_main,5,fold_001,no_abiotic,ok,NA,NA,TRUE,0,0.02,350,TRUE,1.4947735901018242,0.10869800420644857,0.8907667091604443,0.5163975279106858,164,41,16,14,2
pooled_spatial_age_main,5,fold_001,no_spatial,not_converged,NA,NA,FALSE,0.28,2.8,134,TRUE,7.0040311069048835,0.5069676271787003,0.4931402901717963,0.4667096244398876,164,41,16,14,2
pooled_spatial_age_main,5,fold_001,no_associations,not_converged,NA,NA,FALSE,0.06,1,137,TRUE,6.61892979518519,0.4790931184678989,0.5209433618648698,0.5239703412400781,164,41,16,14,2
pooled_spatial_age_main,5,fold_002,full,not_converged,NA,NA,FALSE,0.16,5.92,500,FALSE,3.955637235852626,0.29032962169292953,0.7196852170479227,0.5830087314151936,164,41,16,16,0
pooled_spatial_age_main,5,fold_002,no_abiotic,ok,NA,NA,TRUE,0,0.01,297,TRUE,1.4787962914262605,0.10816973406727214,0.8938359706277795,0.5362981388093832,164,41,16,16,0
pooled_spatial_age_main,5,fold_002,no_spatial,not_converged,NA,NA,FALSE,0.05,1.39,324,TRUE,4.931779191718735,0.35792801337723157,0.6367679274908564,0.5441250596661528,164,41,16,16,0
pooled_spatial_age_main,5,fold_002,no_associations,not_converged,NA,NA,FALSE,0.02,0.85,500,FALSE,6.360189851374597,0.4603649329278292,0.5422296185560225,0.5540122132260428,164,41,16,16,0
pooled_spatial_age_main,5,fold_003,full,ok,NA,NA,TRUE,0,0.17,500,FALSE,4.892793766777905,0.35610623537784164,0.6472752808988764,0.5687820660280493,164,41,16,16,0
pooled_spatial_age_main,5,fold_003,no_abiotic,ok,NA,NA,TRUE,0,0.01,397,TRUE,1.626013548484261,0.11883169507814838,0.8835720973782771,0.5222473604826546,164,41,16,16,0
pooled_spatial_age_main,5,fold_003,no_spatial,ok,NA,NA,TRUE,0,0.3,395,TRUE,3.5133622932916126,0.25851163454484277,0.7489700374531835,0.6116607750482503,164,41,16,16,0
pooled_spatial_age_main,5,fold_003,no_associations,not_converged,NA,NA,FALSE,0.03,1.16,309,TRUE,5.921258737391537,0.4292934783780656,0.5657771535580525,0.5348036033044933,164,41,16,16,0
pooled_spatial_age_main,5,fold_004,full,ok,NA,NA,TRUE,0,0.12,478,TRUE,3.6331236331187635,0.2658317022186225,0.7357966357966358,0.5464374018979282,164,41,16,16,0
pooled_spatial_age_main,5,fold_004,no_abiotic,ok,NA,NA,TRUE,0,0.01,500,FALSE,1.2772222100454818,0.09658587540399356,0.9087979587979588,0.5254488493962178,164,41,16,16,0
pooled_spatial_age_main,5,fold_004,no_spatial,not_converged,NA,NA,FALSE,0.01,0.31,500,FALSE,3.9840070869823907,0.29483436493320697,0.7101115101115101,0.5426381477295066,164,41,16,16,0
pooled_spatial_age_main,5,fold_004,no_associations,not_converged,NA,NA,FALSE,0.09,1.93,392,TRUE,4.277540185628216,0.3102883571470664,0.6841523341523341,0.628251199138666,164,41,16,16,0
pooled_spatial_age_main,5,fold_005,full,ok,NA,NA,TRUE,0,0.27,236,TRUE,5.447407362216647,0.3970555438857392,0.6041013584117032,0.5745692804736141,164,41,16,16,0
pooled_spatial_age_main,5,fold_005,no_abiotic,ok,NA,NA,TRUE,0,0.04,288,TRUE,1.3735785419803725,0.10045369802071687,0.9010719883564711,0.5140615131994443,164,41,16,16,0
pooled_spatial_age_main,5,fold_005,no_spatial,not_converged,NA,NA,FALSE,0.08,2.96,500,FALSE,4.6005227264683395,0.3342855760359924,0.6612647410061203,0.5177495991994108,164,41,16,16,0
pooled_spatial_age_main,5,fold_005,no_associations,not_converged,NA,NA,FALSE,0.02,0.22,354,TRUE,6.128527343542537,0.44359667378148776,0.5567062248096731,0.5836631485860498,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_001,full,ok,NA,NA,TRUE,0,0.01,187,TRUE,6.196677751410262,0.44988872414659686,0.5488966924058533,0.5882996609794386,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_001,no_abiotic,ok,NA,NA,TRUE,0,0.03,256,TRUE,1.453156730943414,0.10518271646441463,0.8948062109371362,0.5246537553355736,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_001,no_spatial,not_converged,NA,NA,FALSE,0.03,0.04,171,TRUE,6.488037982967749,0.46994865567612887,0.5286096181968908,0.465653809551572,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_001,no_associations,not_converged,NA,NA,FALSE,0.01,0.24,183,TRUE,6.4654909912966545,0.467986868903439,0.5301232314011867,0.5056257395354637,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_002,full,not_converged,NA,NA,FALSE,0.01,0.23,437,TRUE,5.939058634618869,0.43246197485826954,0.569756056026225,0.4984475937227133,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_002,no_abiotic,ok,NA,NA,TRUE,0,0.02,216,TRUE,1.3183784158398735,0.09935986831720467,0.9075258631699945,0.5467709842709843,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_002,no_spatial,not_converged,NA,NA,FALSE,0.02,1.2,489,TRUE,5.1269170488513005,0.37248160341381287,0.6266656732938822,0.529793605077696,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_002,no_associations,not_converged,NA,NA,FALSE,0.33,4.4,115,TRUE,7.261737680426235,0.5274063277832686,0.4700604538294521,0.469626468146205,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_003,full,not_converged,NA,NA,FALSE,0.08,2.45,175,TRUE,6.10767334839678,0.44209669461066714,0.5584410028236502,0.5221088430455676,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_003,no_abiotic,ok,NA,NA,TRUE,0,0.04,471,TRUE,1.4741187385226613,0.11165922840448912,0.8980063318216822,0.5472749922142635,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_003,no_spatial,ok,NA,NA,TRUE,0,0.6,500,FALSE,4.886420403341427,0.3537292738960231,0.6436876681593033,0.5418867801515552,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_003,no_associations,not_converged,NA,NA,FALSE,0.03,0.43,312,TRUE,6.32174145527016,0.4585787373850144,0.5512963121416959,0.5426125540946466,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_004,full,not_converged,NA,NA,FALSE,0.09,0.02,187,TRUE,6.431396860545727,0.4676759564612706,0.532289435111061,0.5983727004475993,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_004,no_abiotic,ok,NA,NA,TRUE,0,0.03,471,TRUE,1.173053076265547,0.0891085246377495,0.916427068064795,0.5569665093450519,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_004,no_spatial,not_converged,NA,NA,FALSE,0.03,0.35,194,TRUE,6.172108084095044,0.4472244892501229,0.5523781335738716,0.5759109143218455,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_004,no_associations,not_converged,NA,NA,FALSE,0.04,0.36,105,TRUE,6.423370535327998,0.46493809451319507,0.5330458150110873,0.5196277948808313,164,41,16,16,0
pooled_spatiotemporal_age_main,1,fold_005,full,not_converged,NA,NA,FALSE,0.01,0.24,500,FALSE,3.184518245738344,0.23550663879718725,0.7678201277549812,0.6235052245821179,164,41,16,15,1
