experiment_id,config_active,store_path,resolution_id,n_folds,n_repeats,seed_cv,n_samples_anova,iter,sampling,device,run_completed_at
asia_method_comparison,project_paleo_spatial_continental,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/paleo_spatial_continental/asia/pipeline_paleo_spatial_resolution,genus,3,1,900723,200,500,200,gpu,2026-06-02 14:21:20.768216
