trait_domain_name,taxon_name,n_records,mean,median,sd,iqr,n_suspected_outliers
Leaf Area,Lotus dorycnium,17,6.187677576671694,0.0776666666666667,10.859348822807359,5.9344,4
Leaf Area,Lotus germanicus,10,76.9,75.5,11.690695255439497,10.087499999999991,1
Leaf Area,Lotus maritimus,10,492.9,478,133.4638527841902,57.375,3
Leaf Area,Lotus tenuis,10,59.834,57.835,16.527881628058424,22.834999999999994,0
Leaf Area,Lupinus argenteus,49,8.835569673469388,6.360552,7.040624393502819,8.603778,4
Leaf Area,Lupinus kingii,21,3.3393380952380953,2.68,1.473354368601183,2.1633000000000004,1
Leaf Area,Lupinus nanus,78,1.7852051282051282,1.531,1.3378981709448279,1.7204999999999997,2
Leaf Area,Lupinus perennis,14,15.804950595714285,15.6705,3.600562129363481,2.1297583325,4
Leaf Area,Lupinus variicolor,78,1.1517307692307692,1.0655000000000001,0.5887253383166245,0.6020000000000002,8
Leaf Area,Luzula multiflora,30,164.61753360333333,140.6,93.173561221146,146.43808634999996,0
Leaf Area,Luzula spicata,52,97.54310148700266,83.51586689,56.15013900308107,63.665412,3
Leaf Area,Luzula sylvatica,80,897.6023,747.819,397.4561645152834,656.8985,2
Leaf Area,Luzula sylvatica subsp. henriquesii,10,14.1615,13.908999999999999,3.909024039890833,7.159750000000001,0
Leaf Area,Lychnis coronaria,10,1227.6,1161,280.09397454743254,351.0000000000001,1
Leaf Area,Lycium andersonii,11,1.9753904017681727,0.207945169017833,5.430992579253572,0.13617900105229724,2
Leaf Area,Lycium berlandieri,30,1.022,0.815,0.922169107088806,1.5425000000000002,0
Leaf Area,Lycium exsertum,10,3.3802244812899342,3.1059865158125,1.151038596534743,0.81308831447509,2
Leaf Area,Lycopodium annotinum,15,23.79882,3.3812,32.4770387396828,55.8057,1
Leaf Area,Lycopus europaeus,15,1537.191736068376,1900.33,1184.8457605685326,2359.8424333333332,0
Leaf Area,Lysimachia hybrida,32,2.88361666665625,2.6159,1.2182386565790027,1.9232249999999997,1
Leaf Area,Lysimachia nummularia,11,150.90727272727273,153,45.60521770387882,57.83000000000001,0
Leaf Area,Lythrum virgatum,10,316.334,285.5,121.71164567671137,186.41750000000002,0
Leaf Area,Magnolia grandiflora,20,75.416827,81.645175,44.288088438520006,63.534722499999994,0
Leaf Area,Magnolia virginiana,27,238.66802469135814,124.07,538.4895974070502,145.39500000000004,1
Leaf Area,Maianthemum canadense,98,27.27699693877551,15.1935,107.80531617862971,9.110275000000001,9
Leaf Area,Maianthemum racemosum,12,1036.8166666666666,33.74,2353.361916285772,22.295,2
Leaf Area,Marrubium peregrinum,10,181.301,165.17,82.96317395219533,58.66749999999999,3
Leaf Area,Marsilea quadrifolia,10,979.47,1043.9,248.40968870888355,281.125,1
Leaf Area,Matthiola incana,10,3.889408333333335,3.83766666666667,0.9406048884893172,1.1683333333333272,0
Leaf Area,Matthiola perennis,10,1.324,1.29775,0.308264339127603,0.11099999999999999,2
Leaf Area,Medicago falcata,10,117.5,112,36.066296979004896,36.25,1
Leaf Area,Medicago littoralis,26,92.18538461538462,62.295,67.48820567955673,48.17500000000001,5
Leaf Area,Medicago lupulina,40,83.49694166666666,4.395,123.74618926616203,114.29249999999975,9
Leaf Area,Medicago marina,40,113.923,105.635,36.04229553860725,41.39750000000001,6
Leaf Area,Medicago minima,17,117.02235294117646,116,51.81995990077228,44.5,2
Leaf Area,Medicago polymorpha,200,3.9760255,3.7744999999999997,1.4053872165856862,1.7255000000000007,14
Leaf Area,Medicago rigidula,10,77.23,68.19999999999999,22.542406950259576,22.525000000000006,2
Leaf Area,Medicago sativa,52,153.65576923076924,149.325,40.64827663646184,61.77500000000002,2
Leaf Area,Melia azedarach,15,35.59719333333333,25.832,21.09880998873317,34.7655,0
Leaf Area,Melica transsilvanica,11,479.5181818181818,465.5,189.35665722747547,269,0
Leaf Area,Melica uniflora,90,491.1987395377778,486.974,150.71279636184016,233.44078944999995,1
Leaf Area,Melittis melissophyllum,84,1690.138261904762,1485.0075000000002,825.6580078262825,804.529,10
Leaf Area,Menispermum canadense,10,631.45025,29.15005,1912.7412332705123,30.680825,1
Leaf Area,Menodora spinescens,11,1.2425349052093642,1.13173381620643,0.40102062092888274,0.219178192461585,2
Leaf Area,Mentha aquatica,11,108.13958398854263,1.95254545454545,349.9745506550176,1.692325,2
Leaf Area,Mentha longifolia,10,886.302,872.67,212.05924260294185,266.33000000000004,0
Leaf Area,Menyanthes trifoliata,11,6673.471168831169,6443.8,4170.820375267149,5025.85,0
Leaf Area,Mercurialis perennis,80,1295.928975,1226.0765000000001,282.6007434143686,225.88875000000007,18
Leaf Area,Mertensia lanceolata,26,217.02442307692309,181.3,227.559462198683,354.633125,1
Leaf Area,Micranthes rhomboidea,16,391.7133333333333,409.4566666666665,111.90685333000042,164.5,0
Leaf Area,Micranthes stellaris,17,60.427902829411764,47.4101628,42.62577338865319,52.320146600000015,2
Leaf Area,Milium effusum,15,2301.8733333333334,2324.8,424.9632075951091,677.5,0
Leaf Area,Minuartia glomerata,10,3.91,3.75,0.5445691467165171,0.625,2
Leaf Area,Minuartia hirsuta,10,8.31,7.65,2.8049361252382674,5.5,0
Leaf Area,Mirabilis decipiens,20,4.04835,3.84485,2.7365521296735884,3.3207,1
Leaf Area,Misopates orontium,11,10.159090909090908,6.85,7.014300327966367,7.875,2
Leaf Area,Mitchella repens,26,4.700865384615384,1.8413499999999998,14.354469470487366,1.01825,1
Leaf Area,Modiola caroliniana,20,6.463686,5.201924999999999,5.260090586324636,7.844115,0
Leaf Area,Molinia caerulea,17,1501.2081725490195,1911.5,1187.202163882756,2622.558666666667,0
Leaf Area,Monarda fistulosa,41,39.977856097560974,6.5755,145.64547205511067,3.9939,7
Leaf Area,Monarda punctata,18,3.335038888888889,3.1313,1.837468095965971,1.5130249999999998,1
Leaf Area,Morus alba,14,30.557064285714286,25.9411,16.650120906495967,24.881025,0
Leaf Area,Muhlenbergia minutissima,10,0.31259,0.33804999999999996,0.10203515135045918,0.04557500000000003,3
Leaf Area,Muhlenbergia montana,20,1.572425,1.33515,0.7489851167623953,0.79555,2
Leaf Area,Muhlenbergia ramulosa,10,0.03087,0.01015,0.03737355125397282,0.053125,1
Leaf Area,Muhlenbergia rigens,22,2.7205636363636363,2.7969999999999997,1.1201584078221787,1.4910750000000004,1
Leaf Area,Muhlenbergia wrightii,20,1.65886,1.5591,0.5757779061957465,0.65415,1
Leaf Area,Munroa squarrosa,10,0.27552,0.27775,0.09793189016408858,0.08729999999999999,2
Leaf Area,Musineon divaricatum,10,3.292,2.875,0.9970879822986757,0.9750000000000001,2
Leaf Area,Myosotis alpestris,36,82.50374655277778,81.9813198,64.47283807414124,129.50430712500003,0
Leaf Area,Myosotis arvensis,10,148.30100000000002,160.83499999999998,60.74145233876305,79.41250000000001,0
Leaf Area,Myosotis lamottiana,10,3.394678333333334,3.183833333333335,1.2003297665731725,1.4881124999999988,1
Leaf Area,Myrtus communis,51,361.9882156862745,325,196.45072351012746,249.60150000000002,2
Leaf Area,Nama dichotoma,10,0.26452,0.24225000000000002,0.06770571615454636,0.08292499999999997,1
Leaf Area,Nassella pulchra,204,4.023725490196078,3.7325,1.9553206565895953,2.5635000000000003,10
Leaf Area,Neatostema apulum,28,55.70892857142857,22.275,132.746092956086,14.787500000000005,2
Leaf Area,Nepenthes coccinea,10,1720,1650,601.4796569941312,250,2
Leaf Area,Noccaea fendleri,12,0.8335402777777777,0.8445666666666665,0.32424579196807896,0.39482499999999976,0
Leaf Area,Noccaea montana,33,16.001693939393938,1.4522,24.18061872103022,30.019000000000002,3
Leaf Area,Noccaea perfoliata,20,173.333,164.58499999999998,43.99568030231102,65.2525,0
Leaf Area,Nymphoides peltata,10,3231.76,3346.8,1859.3411492604937,2504,0
Leaf Area,Nyssa sylvatica,51,511.5899673202616,24.312,1276.6090474022023,35.897345,8
Leaf Area,Oclemena acuminata,13,78.41692307692308,9.12,239.79583518709603,6.72,3
Leaf Area,Oenothera coronopifolia,10,0.945499,0.8541650000000001,0.2920853627680328,0.4204175,0
Leaf Area,Oenothera pubescens,10,1.56775,1.1779000000000002,0.7821189313510943,0.789325,1
Leaf Area,Oenothera suffrutescens,10,0.397014,0.38634999999999997,0.12650144454159845,0.16468,0
Leaf Area,Olea europaea,25,223.06392,200.996,110.23733746101333,97.84899999999999,2
Leaf Area,Olneya tesota,11,3.9542949937110357,3.61604207758054,0.886847666318574,0.7786657538574646,1
Leaf Area,Onoclea sensibilis,43,63.46581627906977,30.17,82.78981659780999,16.619999999999997,8
Leaf Area,Ononis spinosa,38,199.90995958508773,180.58499999999998,194.7930787879308,201.58249999999998,1
Leaf Area,Ononis variegata,55,79.98472727272727,80.58,17.589277863447826,18.61999999999999,8
Leaf Area,Onosma arenaria,10,441.28,400.8,154.10688065971183,161.75000000000006,2
Leaf Area,Orchis purpurea,10,7468.87,7310.1,3002.85221823445,4409.325,0
Leaf Area,Oreochloa disticha,30,37.34918994466667,37.343333335,14.829271578131797,21.17515099750001,1
Leaf Area,Oreoxis alpina,15,93.91333333333333,89.9,25.6379703527702,24.849999999999994,2
Leaf Area,Orlaya grandiflora,10,221.033,213.16500000000002,84.50781266315624,98.33249999999998,1
Leaf Area,Ornithopus compressus,30,173.33166666666668,155,97.68025643458577,147.8875,1
Leaf Area,Osmorhiza claytonii,23,305.1137391304348,35.17,1258.31969033705,52.617,2
Leaf Area,Ostrya virginiana,27,1681.9050370370371,1702.66666666667,1754.0377391061436,2568.926166666665,1
Leaf Area,Oxalis acetosella,19,27.572277318295722,2.5,105.06390533620217,3.7693125000000003,2
Leaf Area,Oxalis alpina,20,1.48655,1.32765,0.5619457030335713,0.9137250000000001,0
Leaf Area,Oxalis corniculata,10,363.16700000000003,366.83500000000004,110.60517539126879,144.495,0
Leaf Area,Oxalis dillenii,56,2.511025892857143,2.3336,1.3783730831801497,1.2628424999999996,8
Leaf Area,Oxygraphis glacialis,10,290.1155488,204.3302365,187.8817923298068,163.11257700000004,2
Leaf Area,Oxyria digyna,27,459.2167231111111,407,182.3853422731448,232.51406024999994,2
Leaf Area,Oxytropis lambertii,21,13.75462380952381,12.6781,6.23723260011239,5.828900000000001,1
Leaf Area,Packera cana,11,261.67,261.66999999999996,70.91067691116761,96.35000000000002,0
Leaf Area,Packera crocata,11,451.46999999999997,451.47,158.4327873263612,201.4000000000001,1
Leaf Area,Packera multilobata,12,3.2478916666666664,2.71115,1.5884841158437433,2.4175999999999993,1
Leaf Area,Pancratium maritimum,118,4628.006101694915,4178.6,2143.406746832616,2750.5074999999997,6
Leaf Area,Panicum aciculare,10,0.9872,0.974,0.3207293078109465,0.6089999999999999,0
Leaf Area,Panicum acuminatum,16,3.98405,3.2295,1.8929019661179851,1.3157000000000005,2
Leaf Area,Panicum anceps,46,47.467565217391304,47.332,12.885321432893534,17.63575,2
Leaf Area,Panicum clandestinum,10,20.4636,18.471,6.342003630119148,6.754999999999999,2
Leaf Area,Panicum oligosanthes,52,3.83205,3.8189,1.376347293510232,1.88815,2
Leaf Area,Panicum scoparium,10,7.864199999999999,7.603,0.7604739457879024,0.38699999999999957,2
Leaf Area,Panicum virgatum,14,22.282257142857144,22.051000000000002,9.348662907497626,13.317,0
Leaf Area,Papaver rhoeas,11,290.6363636363636,255,180.83239351801586,254.75,1
Leaf Area,Parkinsonia microphylla,11,0.3805880837912089,0.380588083791209,0.07014298519206544,0.09791666666666649,0
Leaf Area,Parnassia palustris,39,113.79218047264958,117.22187740000001,66.27009052420185,77.82083515000001,1
Leaf Area,Parthenium incanum,11,0.4015338481935939,0.398743825660047,0.05595711685847109,0.042508480741824006,4
Leaf Area,Parthenocissus quinquefolia,28,325.01142857142855,90.8094,1129.6193021554293,68.23902499999998,5
Leaf Area,Paspalum notatum,30,7.0347333333333335,6.876,3.3516538062248626,4.837,0
Leaf Area,Pastinaca sativa,10,3688.202,3852.67,1079.119573508371,1662,0
Leaf Area,Paulownia tomentosa,15,73.00006,76.8527,32.10099074848002,38.550950000000014,1
Leaf Area,Pedicularis asplenifolia,18,49.760367272222226,51.849416,16.518007929277672,24.942026075,0
Leaf Area,Pedicularis groenlandica,12,493.9454545454546,498.57272727272755,188.78650454288478,261.30000000000007,0
Leaf Area,Pedicularis hirsuta,13,94.80517847692307,102.1575018,27.408491627023192,41.50170911000001,0
Leaf Area,Pedicularis lapponica,35,127.27671714285714,121.3,63.57582378024956,74.00490000000002,3
Leaf Area,Pedicularis parryi,11,333.92,331.5,101.82410127273404,84.35000000000002,3
Leaf Area,Pedicularis pyrenaica,10,0.82725,0.7758333333333335,0.23290814766107593,0.1900000000000004,1
Leaf Area,Pedicularis sylvatica,10,0.7848333333333326,0.7045,0.21041512467348347,0.31583333333333075,0
Leaf Area,Pedicularis verticillata,14,137.07576190714286,81.000166665,121.93910337553582,143.26583335750001,3
Leaf Area,Pediomelum tenuiflorum,18,0.30666666666666664,0.29,0.11468627283363335,0.18500000000000003,0
Leaf Area,Penstemon albidus,10,2.184,1.85,1.231346485221226,0.9862499999999998,1
Leaf Area,Penstemon barbatus,22,4.378631818181818,3.8045,2.197788251940565,3.2438,1
Leaf Area,Penstemon linarioides,10,0.17348,0.1676,0.051773176238065384,0.06865000000000002,0
Leaf Area,Penstemon virgatus,21,2.260642857142857,2.061,0.8653441896560169,1.2513999999999998,0
Leaf Area,Penstemon whippleanus,11,399.78,413.2,115.37616564958293,107.04999999999995,2
Leaf Area,Pentanema britannicum,10,239.099,228.16500000000002,80.56961247545159,82.25000000000003,1
Leaf Area,Pentanema ensifolium,20,198.909,159.58499999999998,112.44609884880751,73.33250000000001,3
Leaf Area,Persicaria amphibia,11,686.4761365225396,66.6935,990.9631752543578,1127.3513635,2
Leaf Area,Persicaria hydropiperoides,12,5.063711083333334,5.14465,1.8919169062191181,1.6784582499999994,2
Leaf Area,Persicaria pensylvanica,12,5.329575,4.7805,2.6778690212130853,1.7618749999999994,2
Leaf Area,Persicaria sagittata,24,6.80335,5.893549999999999,4.350971036446921,3.7613250000000003,3
Leaf Area,Petasites frigidus,14,1616.7147053285714,1472.1511775,711.4574014175186,861.64702225,1
Leaf Area,Peucedanum officinale,15,26192.853333333333,22557.33,15615.22822868052,15495.330000000002,3
Leaf Area,Phacelia hastata,25,3.97142472,3.249304,2.1905297808677,2.076429,2
Leaf Area,Phagnalon saxatile,14,13.322213976499691,0.108380952380952,27.054954176606355,7.443784090909091,3
Leaf Area,Phalaris arundinacea,54,554.588100742316,15.52885,1056.7755392532713,12.322425000000003,12
Leaf Area,Phegopteris connectilis,15,2280.654666666667,2.91,3485.38996571375,5119.320000000001,2
Leaf Area,Philadelphus delavayi,15,17.251753333333333,17.584,8.113774906898115,6.740249999999996,5
Leaf Area,Philadelphus inodorus,15,19.17224,17.621,6.213460426456651,4.966149999999999,3
Leaf Area,Philadelphus schrenkii,15,22.010193333333333,18.1362,10.50290703658935,17.240349999999996,0
Leaf Area,Phillyrea angustifolia,54,144.9834809074074,108.2935,181.54693758149796,213.577023,5
Leaf Area,Phillyrea latifolia,145,42.612578069310345,21.10542667,114.18552674893701,14.09919333,12
Leaf Area,Phleum alpinum,34,234.51708654117647,232.52641665,179.55735810635855,239.17500000000004,1
Leaf Area,Phleum phleoides,11,310.91045454545457,332.5,62.251206432267054,93,0
Leaf Area,Phleum pratense,167,101.44796348246365,9.544,255.5936133691966,11.3945,28
Leaf Area,Phlomis purpurea,33,61.00069494949495,14.1598333333333,140.65304778617642,15.1227,5
Leaf Area,Phlomoides tuberosa,30,9684.512333333334,8959.45,4378.721482429257,6274.652499999998,1
Leaf Area,Phlox hoodii,10,0.03083,0.03094,0.007139751007174161,0.009634999999999998,0
Leaf Area,Phlox sibirica,10,14.22,13.100000000000001,6.1296728207049425,5.649999999999999,1
Leaf Area,Phlox speciosa,12,0.6525416666666667,0.58415,0.22034963728473697,0.15449999999999997,2
Leaf Area,Phragmites australis,29,3647.5954380865965,4429.5,2924.005114806443,5376.665000428571,0
Leaf Area,Phyllodoce caerulea,85,7.2080446036588235,6.984573844,2.262393529888485,3.298046900000001,3
Leaf Area,Physaria montana,10,0.696167,0.6258349999999999,0.2668759186109613,0.30417000000000005,1
Leaf Area,Physostegia virginiana,23,36.418947826086956,7.25,139.25640727177876,3.15095,6
Leaf Area,Phyteuma globulariifolium,10,24.77865585,24.3303728,11.87392908818661,17.520456025,0
Leaf Area,Phyteuma hemisphaericum,40,54.877923569000004,48.48364015,24.418659539966725,23.804484032500007,6
Leaf Area,Phytolacca americana,20,83.340901,69.02373499999999,70.9946526909103,110.98971499999999,0
Leaf Area,Picea abies,28,100.54283928571428,86,60.85099903757836,82.5,1
Leaf Area,Picea mariana,431,2.578777547168825,2.40056065753844,1.663975109552485,1.303925698024435,24
Leaf Area,Picris hieracioides,164,510.1079024410569,18.525,1079.7177826166444,23.64,33
Leaf Area,Pilosella aurantiaca,28,103.92224261531358,8.38565,504.67108195528044,7.354575,2
Leaf Area,Pilosella officinarum,102,202.21966076143792,48.7858936,255.05619821718042,380.30524999999994,8
Leaf Area,Pilosella piloselloides,10,1120.5,1087.75,200.9148520587211,219.375,1
Leaf Area,Pimpinella major,76,319.823630825,7.9505,425.26645326816015,676.65491865,5
Leaf Area,Pimpinella saxifraga,15,1254.5951925925926,1080,620.6760389892261,1023.9508333333335,0
Leaf Area,Pinguicula vulgaris,13,183.2229966223077,161.9494969,79.6460790661394,65.06080170000001,1
Leaf Area,Pinus banksiana,145,6.4577962740987,5.71151137592416,8.050206756096722,2.6364533192864394,6
Leaf Area,Pinus brutia,74,15.91115746608108,15.418133335,4.6217080518291525,5.654018339999999,6
Leaf Area,Pinus canariensis,20,1.1685,1.275,0.6476213562357496,1.1349999999999998,0
Leaf Area,Pinus cembroides,20,0.2155,0.22,0.093497818719279,0.145,0
Leaf Area,Pinus flexilis,21,11.660952380952383,1.09,47.742326284415796,1.25,1
Leaf Area,Pinus halepensis,75,7.377120274310085,0.7154,19.41471584866116,5.922435,13
Leaf Area,Pinus nigra subsp. salzmannii,31,4.943315982404692,0.8336,22.285862270938082,0.5961000000000001,3
Leaf Area,Pinus pinaster,91,9.354060089113553,5.703397344,28.84997878119678,2.2709557820000006,12
Leaf Area,Pinus ponderosa,20,1.7885,1.46,0.9653539029261429,1.2725000000000002,1
Leaf Area,Pinus strobiformis,20,0.4905,0.49,0.2741201234956368,0.4025000000000001,0
Leaf Area,Pinus strobus,14,39.47162142857143,1.0628,97.66946463185985,1.3713499999999998,3
Leaf Area,Pinus sylvestris,116,118.58658948990453,65.28828578,133.0814740065009,87.19270178999999,22
Leaf Area,Pinus taeda,20,0.8239905,0.43178,0.7785486011160362,1.0859075,2
Leaf Area,Pinus virginiana,20,0.525177,0.5217499999999999,0.16422584561960302,0.21552500000000002,0
Leaf Area,Pistacia lentiscus,189,1359.8038686947618,642.16,2261.5898046827315,1626.9217999999998,22
Leaf Area,Pistacia terebinthus,33,619.7937454545454,31.8422,2332.4974535474785,35.1606,5
Leaf Area,Pityopsis graminifolia,10,9.934,9.763,0.8295133780985356,0.7899999999999991,2
Leaf Area,Plantago afra,13,87.17846153846153,87.5,33.60549108061405,22.5,4
Leaf Area,Plantago alpina,10,0.4940666666666667,0.379,0.2991866257656533,0.3633333333333338,1
Leaf Area,Plantago argentea,10,1073.99,962.05,612.2106145400908,829.7,0
Leaf Area,Plantago argyrea,20,1.32901,1.4613,0.5437520922161806,0.9319499999999998,0
Leaf Area,Plantago coronopus,13,174.5576923076923,86.65,283.13868498652283,58.099999999999994,1
Leaf Area,Plantago lagopus,313,333.86006389776355,196.8,352.1957897213307,289.15,42
Leaf Area,Plantago lanceolata,189,2372.9447899154193,885.33,4438.947189426172,2242.6868572857143,28
Leaf Area,Plantago macrorhiza,58,624.5363055862069,571.8393655,349.4323375429716,286.7516582500001,6
Leaf Area,Plantago major,15,1620.9089,1886.67,1199.4296857560828,1942.092,0
Leaf Area,Plantago maritima,10,248.45,216.25,122.42627032898889,75.125,1
Leaf Area,Plantago media,76,476.427678722807,18.741500000000002,779.6907061265581,882.4715,11
Leaf Area,Plantago patagonica,10,1.199,1.183335,0.32806367193647706,0.3399975000000002,2
Leaf Area,Plantago schwarzenbergiana,10,372.63,301.4,146.3126564738828,172.2249999999999,2
Leaf Area,Platycladus orientalis,15,3.4570066666666666,2.9582,2.3713446789492565,2.52485,2
Leaf Area,Poa alpigena,14,288.59285714285716,289.04999999999995,53.08477203471841,67.64999999999998,0
Leaf Area,Poa alpina,147,133.86842277190476,117.661055,95.88333539354058,128.56912799999998,9
Leaf Area,Poa bulbosa,30,42.567233333333334,14.25,53.222274203818436,92.38475000000001,0
Leaf Area,Poa compressa,29,2.9223379310344826,1.2869,8.818535466051596,0.6077,2
Leaf Area,Poa cusickii,11,117.51,117.51,32.67220378242031,48.84999999999998,0
Leaf Area,Poa fendleriana,20,1.185725,0.94965,0.9543622433056373,1.206525,2
Leaf Area,Poa glauca,14,54.6,52.8,15.30198579370564,24.07500000000001,0
Leaf Area,Poa laxa,10,58.406333335,57.448333335,13.536500399992288,9.628333330000004,3
Leaf Area,Poa nemoralis,60,905.8232333333333,260.107,1004.8421410161284,1783.8600000000001,2
Leaf Area,Poa pratensis,551,80.65815609281852,5.57,280.2926986633491,6.5716,85
Leaf Area,Poa trivialis,64,1078.845421401515,694.675,1396.3657444309335,1355.3375,7
Leaf Area,Podospermum canum,11,386.2909090909091,407.5,144.86723890890897,226,0
Leaf Area,Podospermum laciniatum,10,1.1774452380952385,1.015982142857143,0.6794817150934856,0.8432708333333332,1
Leaf Area,Polemonium acutiflorum,15,1555.66,1586.5,495.95417674274245,685.75,1
Leaf Area,Polycarpon tetraphyllum,10,7.085,7.125,2.2438867568970093,2.2749999999999986,1
Leaf Area,Polygala comosa,11,47.65018181818182,48,17.285036892168797,16.424,1
Leaf Area,Polygala major,11,123.63636363636364,130.7,29.365226807476652,35.150000000000006,1
Leaf Area,Polygala vulgaris,21,15.41894631814059,14.976316500000001,17.906513725631736,23.0205914,1
Leaf Area,Polygonatum hirtum,10,3038.267,3080,716.353207976965,1108.5,0
Leaf Area,Polygonatum multiflorum,41,1069.904,1028.213,410.37286993976585,321.5479999999999,1
Leaf Area,Polygonatum pubescens,10,11.835,11.625,2.3407323165577427,3.174999999999999,1
Leaf Area,Polygonum arenarium,10,31.75,32,11.783345120220414,13.625,1
Leaf Area,Polygonum aviculare,21,22.023857142857143,14,48.99335508032259,22.254,1
Leaf Area,Polygonum douglasii,26,0.5172346153846153,0.36319999999999997,0.41369977997800067,0.483025,3
Leaf Area,Polygonum maritimum,22,191.245,190.78,46.5484381355287,66.965,0
Leaf Area,Polygonum posumbu,20,8.1752455,6.9176,5.833917980162014,10.604200000000002,0
Leaf Area,Polypodium vulgare,40,2311.8843,2130.996,1133.8266394295074,1472.1945000000005,4
Leaf Area,Populus fremontii,32,378.3178125,24.645,1437.8805629652015,38.8425,2
Leaf Area,Populus grandidentata,17,2018.0637254901958,36.71,2270.7379374986604,4304.53333333333,0
Leaf Area,Populus tremula,28,2999.0075,2959.808333333335,591.5852012520531,524.3999999999996,4
Leaf Area,Populus tremuloides,67,371.61259212009645,52.6385949990107,997.7748157760807,19.32309708054305,13
Leaf Area,Porophyllum gracile,11,6.176653937499851,6.17665393749985,1.2822770223168287,1.271086694302296,1
Leaf Area,Portulaca oleracea,30,39.05871,0.8443,57.063925718832024,86.24705,3
Leaf Area,Potamogeton coloratus,15,1484.72,1535.2,345.2496719766726,449,0
Leaf Area,Potentilla anserina,12,1361.5743421666666,1281.665,851.3780412589363,314.5,3
Leaf Area,Potentilla argentea,15,268.3315,333.33,183.64851440547667,301.11249999999995,0
Leaf Area,Potentilla aurea,31,229.94852330645162,210.2566667,115.06672928395099,156.29053015,2
Leaf Area,Potentilla crantzii,50,412.192521502,288.40628245,269.36991915990984,394.66385575000004,2
Leaf Area,Potentilla crinita,20,5.965315,5.2959499999999995,2.8142993035146704,3.22365,2
Leaf Area,Potentilla diversifolia,34,933.7121212121212,871.55,452.0802508254586,456.85,3
Leaf Area,Potentilla erecta,61,61.115975694223266,57.261987500000004,43.710490189459776,50.66274560000001,3
Leaf Area,Potentilla hippiana,20,9.7766,10.142199999999999,3.3171590400283955,4.802249999999999,0
Leaf Area,Potentilla incana,20,352.30150000000003,335.16499999999996,106.77465061249816,95.29750000000001,4
Leaf Area,Potentilla indica,30,199.88275866666666,9.517814999999999,290.1390080452402,483.67075500000004,2
Leaf Area,Potentilla micrantha,26,1423.4563846153846,1090.2935,922.822194979643,1397.3917499999998,2
Leaf Area,Potentilla pensylvanica,10,7.2585,6.78,1.9607358312633552,2.036249999999999,1
Leaf Area,Potentilla pusilla,52,1.6291923076923076,1.535,0.792960401020585,0.7554999999999998,4
Leaf Area,Potentilla pyrenaica,10,0.53935,0.5509999999999999,0.13306139977886566,0.24537499999999995,0
Leaf Area,Potentilla recta,10,13.589,13.73,4.588503629240752,4.345000000000001,3
Leaf Area,Potentilla reptans,17,1373.3101859411765,1461.989091,823.6718031396908,1320.5,0
Leaf Area,Potentilla simplex,27,11.131403703703704,8.33,6.887715187395458,9.102949999999998,1
Leaf Area,Potentilla subviscosa,20,3.10671,3.29455,0.6852761778252159,0.8080250000000002,3
Leaf Area,Prenanthes purpurea,40,1966.09825,1588.5955,996.9025926027268,892.9517499999997,8
Leaf Area,Primula acaulis,51,4572.06068627451,5152.42,2658.873812968359,2923.5465000000004,8
Leaf Area,Primula angustifolia,11,648.95,648.9499999999999,606.8719028757222,968.0500000000001,0
Leaf Area,Primula elatior,10,2831.5,2469.7,1764.8054573301338,3536.55,0
Leaf Area,Primula glutinosa,43,118.26270420930233,111.870744,42.718865216853814,53.378925499999994,2
Leaf Area,Primula minima,13,50.75081496923077,44.7264679,23.481322902689623,35.98773519999999,1
Leaf Area,Primula pauciflora,21,408.085,365.3,144.69063990113528,91.10000000000002,3
Leaf Area,Primula veris,17,2445.1627024221452,2298.25294117647,2079.5764792550162,3885.063,0
Leaf Area,Prosopis glandulosa,11,21.171581811057735,20.9573380745016,4.150108795040272,3.4921500357106012,3
Leaf Area,Prosopis velutina,11,55.28010280927772,56.9719042663892,3.5103689063360672,5.853277835587896,0
Leaf Area,Prunella vulgaris,50,193.71918864,115.21209915,233.3554755665328,282.29818960000006,6
Leaf Area,Prunus avium,41,4908.825,4955.88333333333,1276.9311331219515,1353.7999999999993,4
Leaf Area,Prunus fasciculata,12,4.336773155197518,3.0848043714515754,4.028807168238029,0.5186523294569447,3
Leaf Area,Prunus serotina,36,1397.8274675925927,1353.35,1641.6498383258493,2083.9660500000027,2
Leaf Area,Prunus spinosa,62,17.94518329493087,3.320057142857145,74.62192119421056,1.8149142857142828,5
Leaf Area,Prunus tenella,19,363.79473684210524,359.2,189.65607314787297,370.15000000000003,0
Leaf Area,Prunus umbellata,17,7.540588235294118,7.45,1.2935245967328728,1.3899999999999997,1
Leaf Area,Prunus virginiana,10,403.26800000000003,14.365,957.8886157215195,5.3925,2
Leaf Area,Pseudognaphalium macounii,12,2.0258166666666666,1.8068,0.6430736955270273,0.38744999999999985,3
Leaf Area,Pseudorchis albida,10,550.40565971,556.8063009499999,205.95947424232884,267.08196842500007,0
Leaf Area,Pseudotsuga menziesii,22,2.7647454852579867,0.31,8.040542487451786,0.23999999999999994,2
Leaf Area,Pseudoturritis turrita,30,1055.2028,832.945,713.9076002020391,577.94825,5
Leaf Area,Psilurus incurvus,30,10.783333333333333,8.175,10.284960004727806,8.087499999999999,3
Leaf Area,Pteridium aquilinum,28,21893.332974107143,502.57550000000003,29822.61480712466,53817.805975,0
Leaf Area,Pterocarya rhoifolia,12,36.83716666666667,37.941900000000004,22.73962856466191,23.526525,1
