analysis_id,tier_id,continent_id,resolution_id,scale_id,cv_budget_status,cv_budget_assignment_scope,cv_budget_source_scale_id,cv_budget_order,cv_n_iter_initial,cv_n_iter_max,cv_n_sampling,cv_n_step_size,cv_n_early_stopping,cv_measured_seconds_per_fit,cv_measured_seconds_per_epoch
modern_spatial,local,europe,family,eu_r008_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l009,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l010,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l011,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l012,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l013,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l014,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l015,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r008_l016,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,europe,family,eu_r009_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r001_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r001_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r001_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r001_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r002_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
