taxon_name,trait_domain_name,trait_value_raw,trait_value_prepared,transformation,lwr_25_prepared,upr_75_prepared,iqr_prepared,outlier_lwr,outlier_upr,anomaly_direction
Daphne,Leaf nitrogen content per unit mass,14.73108,14.73108,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Genista,Leaf nitrogen content per unit mass,22.827,22.827,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Hippophae,Leaf nitrogen content per unit mass,20.45564539736445,20.45564539736445,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Lonicera,Leaf nitrogen content per unit mass,12.03,12.03,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Rhamnus,Leaf nitrogen content per unit mass,16.798000000000002,16.798000000000002,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Ulex,Leaf nitrogen content per unit mass,20.83186666666665,20.83186666666665,identity,1.8175,2.4875714577,0.6700714577000002,-0.19271437310000072,4.497785830800001,high
Genista,Stem specific density,0.0108870739879376,0.0108870739879376,identity,0.47834459408492647,0.59601921405297,0.11767461996804351,0.12532073418079592,0.9490430739571005,low
Picea,Stem specific density,3.3479500000000004e-4,3.3479500000000004e-4,identity,0.47834459408492647,0.59601921405297,0.11767461996804351,0.12532073418079592,0.9490430739571005,low
Rhamnus,Stem specific density,0.00854127064555977,0.00854127064555977,identity,0.47834459408492647,0.59601921405297,0.11767461996804351,0.12532073418079592,0.9490430739571005,low
