taxon_name,trait_domain_name,data_source_id,n_records,source_taxon_median,source_taxon_log10_median,n_sources_for_taxon,other_source_median,cross_source_ratio,cross_source_log10_gap,cross_source_nearest_factor,cross_source_factor_relative_error,flag_cross_source_corroborated,n_source_taxon_groups,domain_log10_median,lwr_25_log10,upr_75_log10,iqr_log10,global_outlier_lwr,global_outlier_upr,flag_global_log_outlier,global_ratio_to_median,global_nearest_factor,suggested_scale_factor,diagnostic_reason,diagnostic_priority
Artemisia annua,Leaf mass per area,297,4,0.003310300550968111,-2.480132573686116,2,0.02588054789765993,7.818186747451393,0.8931060399027022,10,0.2181813252548607,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.96956533964733,10,10,cross_source_power_of_ten,high
Artemisia californica,Leaf mass per area,558,1,0.08975854950184005,-1.046924174230035,4,0.008000056889282056,0.08912863380349138,1.0499827504513428,0.1,0.10871366196508622,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.22015791857765696,0.1,0.1,cross_source_power_of_ten,high
Artemisia campestris,Leaf mass per area,363,1,0.08176905359503514,-1.0874110287959249,4,0.007651347978372467,0.09357266156296865,1.0288510173579568,0.1,0.0642733843703136,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.24166912253555234,0.1,0.1,cross_source_power_of_ten,high
Artemisia campestris,Leaf mass per area,390,1,0.07669888019634913,-1.1152109767041682,4,0.007651347978372467,0.09975827494202023,1.0010510694497134,0.1,0.0024172505797977195,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.25764464073382026,0.1,0.1,cross_source_power_of_ten,high
Artemisia campestris,Leaf mass per area,418,3,0.007651347978372467,-2.1162620461538815,4,0.07669888019634913,10.024231078386254,1.0010510694497134,10,0.0024231078386254268,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.5826894148236224,1,10,cross_source_power_of_ten,high
Artemisia frigida,Leaf mass per area,579,9,0.06273062730858785,-1.202520369480106,3,0.005521596831692342,0.08802074949020051,1.0554149377717954,0.1,0.11979250509799491,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.31501447188890774,0.1,0.1,cross_source_power_of_ten,high
Artemisia pontica,Leaf mass per area,297,1,0.006072000000062177,-2.216668237108129,2,0.0560148312494501,9.225103960618661,0.9649712690607584,10,0.07748960393813391,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.2544557695441934,10,10,cross_source_power_of_ten,high
Artemisia pontica,Leaf mass per area,498,10,0.0560148312494501,-1.2516969680473706,2,0.006072000000062177,0.10839986240468744,0.9649712690607584,0.1,0.0839986240468743,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.35278255762073174,1,0.1,cross_source_power_of_ten,high
Artemisia scopulorum,Leaf mass per area,155,23,0.06974753959468606,-1.156471107900927,3,0.00648326190655606,0.09295327038389191,1.0317353257985675,0.1,0.07046729616108097,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2833226167934998,0.1,0.1,cross_source_power_of_ten,high
Artemisia tridentata,Leaf mass per area,297,20,0.011689070719970924,-1.932220013836507,6,0.11689070720244193,10.000000000233781,1.000000000010153,10,2.3378099456294878e-11,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,1.6905582921243416,1,10,cross_source_power_of_ten,high
Artemisia tridentata,Leaf mass per area,541,4,0.16721945826423437,-0.776713187871326,6,0.01672194582642344,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.11817437777874487,0.1,0.1,cross_source_power_of_ten,high
Asclepias syriaca,Leaf mass per area,270,2,0.006474619942449685,-2.1887857194075133,10,0.06150098719296786,9.498779502059675,0.9776678063864678,10,0.05012204979403254,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.0520795982656646,1,10,cross_source_power_of_ten,high
Asclepias syriaca,Leaf mass per area,297,78,0.006268862490137861,-2.2028112564697535,10,0.06150098719296786,9.810549727278412,0.9916933434487077,10,0.018945027272158833,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.1522553675348077,1,10,cross_source_power_of_ten,high
Asclepias tuberosa,Leaf mass per area,541,1,0.08264462809917356,-1.08278537031645,7,0.01018550017009185,0.12324455205811138,0.9092322693196423,0.1,0.23244552058111378,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2391087707377838,0.1,0.1,cross_source_power_of_ten,high
Asimina triloba,Leaf mass per area,297,82,0.0022979777469983036,-2.6386541812189415,4,0.02297977627016555,9.999999477881156,0.9999999773246662,10,5.221188441595359e-8,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,8.599324105156047,10,10,cross_source_power_of_ten,high
Asimina triloba,Leaf mass per area,524,80,0.002297977747010302,-2.638654181216674,4,0.02297977627016555,9.999999477828943,0.9999999773223985,10,5.221710566161164e-8,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,8.599324105111148,10,10,cross_source_power_of_ten,high
Asimina triloba,Leaf mass per area,556,80,0.02297977627016555,-1.6386542038942755,4,0.002297977747010302,0.10000000522171083,0.9999999773223985,0.1,5.221710827618686e-8,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.8599324554142986,1,0.1,cross_source_power_of_ten,high
Asperula tinctoria,Leaf mass per area,297,2,0.005427455745179145,-2.2654037090440355,3,0.05405112579210969,9.95883307572241,0.9982084530356633,10,0.004116692427759005,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.640942710666439,10,10,cross_source_power_of_ten,high
Asplenium trichomanes,Leaf mass per area,297,14,0.005168396884160142,-2.2866441440101575,3,0.05663934335119196,10.958783665545797,1.0397623537235263,10,0.09587836655457967,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.8234400096938064,10,10,cross_source_power_of_ten,high
Aster,Leaf mass per area,297,3,0.003787878787878788,-2.421603926869831,2,0.03787878787878788,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.216918634278919,10,10,cross_source_power_of_ten,high
Aster,Leaf mass per area,392,3,0.03787878787878788,-1.421603926869831,2,0.003787878787878788,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.5216918634278919,1,0.1,cross_source_power_of_ten,high
Aster amellus,Leaf mass per area,297,4,0.00689093742371453,-2.161721693875599,2,0.08047929893588453,11.679005915642534,1.0674058784164406,10,0.16790059156425344,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.8676875463806755,1,10,cross_source_power_of_ten,high
Aster amellus,Leaf mass per area,502,1,0.08047929893588453,-1.0943158154591583,2,0.00689093742371453,0.08562372578822208,1.0674058784164406,0.1,0.14376274211777923,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.24554209211759837,0.1,0.1,cross_source_power_of_ten,high
Astragalus canadensis,Leaf mass per area,541,1,0.09433962264150944,-1.0253058652647702,4,0.009433962264150943,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.20946718758847174,0.1,0.1,cross_source_power_of_ten,high
Astragalus gambelianus,Leaf mass per area,297,2,0.006212988632695522,-2.2066994409727734,2,0.07541478129713423,12.138245497548146,1.0841559169040191,10,0.21382454975481463,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.1806038287086493,10,10,cross_source_power_of_ten,high
Astragalus gambelianus,Leaf mass per area,600,1,0.07541478129713423,-1.1225435240687545,2,0.006212988632695522,0.08238422926954263,1.0841559169040191,0.1,0.17615770730457378,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.26203159503991846,0.1,0.1,cross_source_power_of_ten,high
Astragalus monspessulanus,Leaf mass per area,157,1,0.07158196134574087,-1.145196406114182,2,0.007158196134574088,0.10000000000000002,0.9999999999999999,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2760619443972595,0.1,0.1,cross_source_power_of_ten,high
Astragalus monspessulanus,Leaf mass per area,297,1,0.007158196134574088,-2.1451964061141817,2,0.07158196134574087,9.999999999999998,0.9999999999999999,10,1.7763568394002506e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.7606194439725944,1,10,cross_source_power_of_ten,high
Athyrium filix-femina,Leaf mass per area,541,1,0.022799817601459188,-1.6420686273415042,4,0.002279981760145919,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.8667198912858841,1,0.1,cross_source_power_of_ten,high
Atriplex canescens,Leaf mass per area,208,2,0.2518891687657431,-0.5987905067631151,6,0.02032520325203252,0.0806910569105691,1.0931745960042452,0.1,0.19308943089430902,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07845139006851254,0.1,0.1,cross_source_power_of_ten,high
Atriplex canescens,Leaf mass per area,541,1,0.2518891687657431,-0.5987905067631151,6,0.02032520325203252,0.0806910569105691,1.0931745960042452,0.1,0.19308943089430902,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07845139006851254,0.1,0.1,cross_source_power_of_ten,high
Atriplex halimus,Leaf mass per area,157,1,0.10411244143675169,-0.9824973691977125,6,0.008747489442647338,0.08401963609662769,1.0756192037974173,0.1,0.1598036390337232,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.18980493743276144,0.1,0.1,cross_source_power_of_ten,high
Atriplex halimus,Leaf mass per area,541,1,0.08747489415865838,-1.0581165743247751,6,0.008747489442647338,0.10000000030616213,0.9999999986703547,0.1,3.0616212343126392e-9,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.22590545119189173,0.1,0.1,cross_source_power_of_ten,high
Atropa bella-donna,Leaf mass per area,297,21,0.002585073583601121,-2.5875270902887633,3,0.0256225850583226,9.911743023821092,0.9961500338055367,10,0.008825697617890782,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,7.644291272106335,10,10,cross_source_power_of_ten,high
Avena barbata,Leaf mass per area,333,100,0.00397315256364131,-2.400864758308482,7,0.043032740683688925,10.830880514754343,1.0346637647651715,10,0.08308805147543427,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.973646271152525,10,10,cross_source_power_of_ten,high
Avenula pubescens,Leaf mass per area,297,10,0.005831314328763275,-2.2342335479173014,6,0.04719207173194903,8.092870504196895,0.9081025912065069,10,0.19071294958031046,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.3887824114371976,10,10,cross_source_power_of_ten,high
Baccharis angustifolia,Leaf mass per area,208,2,0.09523809523809523,-1.021189299069938,5,0.010012100695632138,0.10512705730413746,0.9782854921015994,0.1,0.051270573041374556,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2074910820451843,0.1,0.1,cross_source_power_of_ten,high
Baccharis angustifolia,Leaf mass per area,541,1,0.0951999971059201,-1.0213630648180776,5,0.010012100695632138,0.10516912815126048,0.9781117263534599,0.1,0.051691281512604714,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2075741180001132,0.1,0.1,cross_source_power_of_ten,high
Baccharis pilularis,Leaf mass per area,541,1,0.10739894117274121,-0.9690000002482186,6,0.010739894117274119,0.09999999999999998,1,0.1,2.7755575615628914e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.18399674351622214,0.1,0.1,cross_source_power_of_ten,high
Baptisia bracteata,Leaf mass per area,208,2,0.09407337723424271,-1.0265332645232967,6,0.009409999611367017,0.10002829586883139,0.999877129985808,0.1,2.8295868831379467e-4,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.210060019251458,0.1,0.1,cross_source_power_of_ten,high
Baptisia bracteata,Leaf mass per area,541,1,0.09409999611367016,-1.0264103945091048,6,0.009409999611367017,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.21000059775777133,0.1,0.1,cross_source_power_of_ten,high
Bellardia trixago,Leaf mass per area,297,2,0.004597335218033157,-2.3374938281978634,4,0.05188019395220144,11.284840345924776,1.0524954192069258,10,0.1284840345924776,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.298371664385378,10,10,cross_source_power_of_ten,high
Bellis perennis,Leaf mass per area,297,6,0.002590579554134924,-2.586603066418239,8,0.030911351652945892,11.932214783216015,1.0767210621829844,10,0.19322147832160147,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,7.6280442348637045,10,10,cross_source_power_of_ten,high
Beta vulgaris,Leaf mass per area,541,1,0.051657788845172053,-1.2868641872624353,3,0.005165656476036514,0.09999763039643338,1.0000102911794635,0.1,2.369603566629297e-5,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.3825377716437347,1,0.1,cross_source_power_of_ten,high
Betonica officinalis,Leaf mass per area,297,28,0.0044069471828081285,-2.3558621544713465,7,0.050724528156017884,11.510128452162652,1.061080170350395,10,0.1510128452162652,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.484069042162392,10,10,cross_source_power_of_ten,high
Betula alleghaniensis,Leaf mass per area,418,2,0.0032137348006980137,-2.4929899643323084,8,0.030306922735020364,9.43043673934694,0.9745318061091512,10,0.056956326065306054,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,6.1489378117269204,10,10,cross_source_power_of_ten,high
Betula glandulosa,Leaf mass per area,297,5,0.0068272832743249525,-2.1657520772385643,3,0.08025529440025617,11.755084881576327,1.0702257694428485,10,0.17550848815763267,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.89442442020667,1,10,cross_source_power_of_ten,high
Betula humilis,Leaf mass per area,114,2,0.10416666666666667,-0.9822712330395684,3,0.008100000000113393,0.07776000000108857,1.109243748075702,0.1,0.22239999998911436,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.18970613215559706,0.1,0.1,cross_source_power_of_ten,high
Betula nana,Leaf mass per area,138,4,0.008949999999999994,-2.0481769646840884,5,0.07555938888527947,8.442389819584303,0.9264654014295934,10,0.1557610180415697,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.2079391545111404,1,10,cross_source_power_of_ten,high
Betula nana,Leaf mass per area,297,20,0.00824482998861493,-2.0838182952368842,5,0.07555938888527947,9.164456876565975,0.9621067319823895,10,0.08355431234340252,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.3967814327478214,1,10,cross_source_power_of_ten,high
Betula nigra,Leaf mass per area,208,2,0.0847457627118644,-1.0718820073061255,6,0.008688827927487416,0.10252816954435152,0.9891567961019742,0.1,0.02528169544351519,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2331804541079214,0.1,0.1,cross_source_power_of_ten,high
Betula nigra,Leaf mass per area,541,1,0.0847457627118644,-1.0718820073061255,6,0.008688827927487416,0.10252816954435152,0.9891567961019742,0.1,0.02528169544351519,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2331804541079214,0.1,0.1,cross_source_power_of_ten,high
Betula pendula,Leaf mass per area,138,13,0.004830917874396135,-2.315970345456918,15,0.04425047582466486,9.159848495705626,0.9618882904775474,10,0.08401515042943739,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.0905384746050615,10,10,cross_source_power_of_ten,high
Betula populifolia,Leaf mass per area,297,6,0.004760000000085982,-2.322393047271662,5,0.038553608098848835,8.099497499611854,0.9084580756792324,10,0.19005025003881465,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.151482233722215,10,10,cross_source_power_of_ten,high
Betula populifolia,Leaf mass per area,468,4,161.29032258064515,2.207608310501746,5,0.012253402189276728,7.597109357351571e-5,4.119351622055302,1e-4,0.24028906426484292,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,TRUE,1.2251854368382312e-4,1e-4,1e-4,cross_source_power_of_ten_and_global_outlier,high
Betula pubescens,Leaf mass per area,297,22,0.006894504377288942,-2.161496948334396,10,0.05184701238258672,7.520049237095996,0.8762206841194471,10,0.24799507629040035,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.866203914231923,1,10,cross_source_power_of_ten,high
Betula pumila,Leaf mass per area,208,2,0.1075268817204301,-0.9684829485539351,4,0.009656561466157506,0.08980602163526481,1.0466945422270142,0.1,0.10193978364735193,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.1837778155257347,0.1,0.1,cross_source_power_of_ten,high
Betula pumila,Leaf mass per area,270,2,0.009656561466157506,-2.0151774907809497,4,0.09656561466157505,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.046386335563597,1,10,cross_source_power_of_ten,high
Betula pumila,Leaf mass per area,297,2,0.009656561451125454,-2.0151774914570013,4,0.09656561466157505,10.000000015566672,1.0000000006760519,10,1.556667150737212e-9,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.0463863387491394,1,10,cross_source_power_of_ten,high
Betula pumila,Leaf mass per area,541,2,0.09656561466157505,-1.0151774907809494,4,0.009656561466157506,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.20463863355635972,0.1,0.1,cross_source_power_of_ten,high
Bidens frondosa,Leaf mass per area,125,2,2.8093390629381506e-5,-4.551395842045625,5,0.002281881520431136,81.22485286787091,1.9096889333290592,100,0.1877514713212909,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,703.4058541943161,1000,100,cross_source_power_of_ten,high
Bidens frondosa,Leaf mass per area,142,5,1.9303645239475468e-5,-4.7143606724479,5,0.002281881520431136,118.20987653486016,2.0726537637313345,100,0.1820987653486016,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,1023.6955345855524,1000,100,cross_source_power_of_ten,high
Biscutella laevigata,Leaf mass per area,155,1,0.0657116572479958,-1.1823575797645325,3,0.6961999262228094,10.594770477258713,1.0250915526900666,10,0.0594770477258713,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.3007237415774871,0.1,10,cross_source_power_of_ten,high
Biscutella laevigata,Leaf mass per area,371,1,0.07514130790284172,-1.124121249916185,3,0.6914851008953864,9.2024629354267,0.9639040769231515,10,0.07975370645732997,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2629852471882162,0.1,10,cross_source_power_of_ten,high
Bistorta bistortoides,Leaf mass per area,208,2,0.08264462809917356,-1.08278537031645,7,0.01018550017009185,0.12324455205811138,0.9092322693196423,0.1,0.23244552058111378,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2391087707377838,0.1,0.1,cross_source_power_of_ten,high
Bistorta bistortoides,Leaf mass per area,541,1,0.08264462809917356,-1.08278537031645,7,0.01018550017009185,0.12324455205811138,0.9092322693196423,0.1,0.23244552058111378,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2391087707377838,0.1,0.1,cross_source_power_of_ten,high
Bistorta vivipara,Leaf mass per area,270,1,0.007017888056278072,-2.1537935635826333,10,0.06364769996082228,9.06935241064215,0.9575762777408642,10,0.093064758935785,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.815812289168224,1,10,cross_source_power_of_ten,high
Bistorta vivipara,Leaf mass per area,297,23,0.005847953216374269,-2.232996110392154,10,0.06364769996082228,10.883756693300612,1.0367788245503848,10,0.08837566933006116,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.3791404790215727,10,10,cross_source_power_of_ten,high
Bistorta vivipara,Leaf mass per area,346,1,55.55555555555556,1.744727494896694,10,0.06358087487283826,0.0011444557477110885,2.9414009953847544,0.001,0.1444557477110885,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.5569899779174446e-4,0.001,0.001,cross_source_power_of_ten,high
Bombycilaena californica,Leaf mass per area,297,2,0.004169867677263649,-2.379877726308262,2,0.04795887047268263,11.501293130758098,1.0607466723518841,10,0.15012931307580982,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.739012592803016,10,10,cross_source_power_of_ten,high
Bombycilaena californica,Leaf mass per area,600,1,0.04795887047268263,-1.3191310539563776,2,0.004169867677263649,0.08694674491215978,1.0607466723518841,0.1,0.1305325508784022,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.4120417190419568,1,0.1,cross_source_power_of_ten,high
Botrychium lunaria,Leaf mass per area,297,2,0.005754709314443659,-2.2399766088407005,4,0.060350030175015085,10.487068395191299,1.0206541004213636,10,0.04870683951912991,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.433892895906439,10,10,cross_source_power_of_ten,high
Bouteloua curtipendula,Leaf mass per area,375,20,0.0875379116563542,-1.0578038183230873,6,0.00949667616334283,0.10848643728929401,0.9646245528623992,0.1,0.08486437289294005,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.2257428245541231,0.1,0.1,cross_source_power_of_ten,high
Bouteloua curtipendula,Leaf mass per area,541,1,0.10526315789473684,-0.9777236052888478,6,0.00949667616334283,0.09021842355175688,1.0447047658966389,0.1,0.09781576448243123,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.18773002661230961,0.1,0.1,cross_source_power_of_ten,high
Brachypodium distachyon,Leaf mass per area,270,1,0.003355704697986577,-2.4742162640762553,4,0.03355704697986577,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.888794518996659,10,10,cross_source_power_of_ten,high
Brachypodium distachyon,Leaf mass per area,297,4,0.0033236177945019946,-2.478388924503606,4,0.03355704697986577,10.096542098004354,1.0041726604273506,10,0.009654209800435432,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.945646176754707,10,10,cross_source_power_of_ten,high
Brachypodium distachyon,Leaf mass per area,541,1,0.03355704697986577,-1.4742162640762553,4,0.003355704697986577,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.5888794518996658,1,0.1,cross_source_power_of_ten,high
