taxon_name,trait_domain_name,data_source_id,n_records,source_taxon_median,source_taxon_log10_median,n_sources_for_taxon,other_source_median,cross_source_ratio,cross_source_log10_gap,cross_source_nearest_factor,cross_source_factor_relative_error,flag_cross_source_corroborated,n_source_taxon_groups,domain_log10_median,lwr_25_log10,upr_75_log10,iqr_log10,global_outlier_lwr,global_outlier_upr,flag_global_log_outlier,global_ratio_to_median,global_nearest_factor,suggested_scale_factor,diagnostic_reason,diagnostic_priority
Picea abies,Leaf mass per area,217,24,0.00328944547653801,-2.4828773077574238,11,0.025643119226213686,7.795575092857867,0.8918481593506372,10,0.22044249071421335,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,6.0074123659505965,10,10,cross_source_power_of_ten,high
Picea abies,Leaf mass per area,256,30,0.17675803088507336,-0.7526208451981707,11,0.021933527281327622,0.12408786843517523,0.9062706756261705,0.1,0.24087868435175228,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.11179721415726322,0.1,0.1,cross_source_power_of_ten,high
Picea abies,Leaf mass per area,541,2,0.2425921142540034,-0.6151233205000888,11,0.021933527281327622,0.09041319149542662,1.0437682003242523,0.1,0.09586808504573385,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.08145794637077156,0.1,0.1,cross_source_power_of_ten,high
Picea engelmannii,Leaf mass per area,208,2,0.3058103975535168,-0.5145477526602861,6,0.030581039755351678,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06461865126550026,0.1,0.1,cross_source_power_of_ten,high
Picea engelmannii,Leaf mass per area,210,1,0.0032701111837802484,-2.485437481076301,6,0.030581039755351678,9.351681957186543,0.9708897284160152,10,0.06483180428134575,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,6.042930751373081,10,10,cross_source_power_of_ten,high
Picea engelmannii,Leaf mass per area,541,1,0.3058103975535168,-0.5145477526602861,6,0.030581039755351678,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06461865126550026,0.1,0.1,cross_source_power_of_ten,high
Picea glauca,Leaf mass per area,210,4,0.006626946806984338,-2.1786865153793102,9,0.050315152785543,7.59250892620933,0.8803853111732699,10,0.240749107379067,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.981924558689369,1,10,cross_source_power_of_ten,high
Picea mariana,Leaf mass per area,138,1,0.020491803278688527,-1.6884198220027107,8,0.1884922745414706,9.198422997623764,0.9637133771134117,10,0.08015770023762361,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.964339505124285,1,10,cross_source_power_of_ten,high
Picea mariana,Leaf mass per area,157,1,0.2293577981651376,-0.6394864892685861,8,0.026153482475589684,0.11402918359357103,0.9429839850526293,0.1,0.14029183593571026,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.08615820168733367,0.1,0.1,cross_source_power_of_ten,high
Picea mariana,Leaf mass per area,208,2,0.29411764705882354,-0.5314789170422551,8,0.026153482475589684,0.08892184041700492,1.0509915572789603,0.1,0.11078159582995087,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06718758847177396,0.1,0.1,cross_source_power_of_ten,high
Picea mariana,Leaf mass per area,297,438,0.022616837558351713,-1.6455681212042856,8,0.1884922745414706,8.334156977303227,0.9208616763149867,10,0.1665843022696773,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.873732031805549,1,10,cross_source_power_of_ten,high
Picea mariana,Leaf mass per area,541,7,0.26153482475589684,-0.5824704743212153,8,0.026153482475589684,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07555802731555404,0.1,0.1,cross_source_power_of_ten,high
Picea sitchensis,Leaf mass per area,208,2,0.1599359744716104,-0.7960538392101386,6,0.017814927536231893,0.11138787002166389,0.9531621006298341,0.1,0.11387870021663887,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.12355603858456748,0.1,0.1,cross_source_power_of_ten,high
Picea sitchensis,Leaf mass per area,209,20,0.2225027225027225,-0.6526646707024847,6,0.017814927536231893,0.0800661103641728,1.0965512691374881,0.1,0.19933889635827207,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.08881264557395653,0.1,0.1,cross_source_power_of_ten,high
Picris hieracioides,Leaf mass per area,297,157,0.0035335689045936395,-2.45178643552429,8,0.03584229390681004,10.143369175627242,1.0061822322506928,10,0.014336917562724238,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.592378687503539,10,10,cross_source_power_of_ten,high
Pilosella caespitosa,Leaf mass per area,297,12,0.003209614126852797,-2.493547177144,4,0.030194768858392704,9.40760093425945,0.9734788865674278,10,0.05923990657405494,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,6.156832146128262,10,10,cross_source_power_of_ten,high
Pilosella caespitosa,Leaf mass per area,418,1,0.0038661959995225856,-2.412716132885471,4,0.030194768858392704,7.809942605631293,0.8926478423088995,10,0.21900573943687068,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.111239946271445,10,10,cross_source_power_of_ten,high
Pilosella caespitosa,Leaf mass per area,594,34,0.04436207885233959,-1.352988110562878,4,0.0038661959995225856,0.08715092032524731,1.0597280223225933,0.1,0.12849079674752698,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.44544926532072393,1,0.1,cross_source_power_of_ten,high
Pilosella lactucella,Leaf mass per area,297,1,0.006017571308220002,-2.2205787546328293,4,0.06017571308220003,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.283892191835117,10,10,cross_source_power_of_ten,high
Pilosella officinarum,Leaf mass per area,297,59,0.00679270915868238,-2.167956980063096,15,0.06362115837731049,9.366094865991796,0.971558552289549,10,0.0633905134008204,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.9091567107089062,1,10,cross_source_power_of_ten,high
Pilosella officinarum,Leaf mass per area,423,28,0.006971963560893706,-2.156644891404865,15,0.06362115837731049,9.125285555731613,0.960246463631318,10,0.08747144442683866,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.8343601139449457,1,10,cross_source_power_of_ten,high
Pilosella piloselloides,Leaf mass per area,297,3,0.0039510075069142635,-2.4032921451582543,3,0.04875050565311671,12.33875298080384,1.091271269833209,10,0.23387529808038393,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.001523130060584,10,10,cross_source_power_of_ten,high
Pimpinella saxifraga,Leaf mass per area,297,37,0.005831012974530409,-2.2342559922334413,7,0.056540173577432545,9.696458201070273,0.9866131296661327,10,0.030354179892972687,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.3889575480606986,10,10,cross_source_power_of_ten,high
Pimpinella saxifraga,Leaf mass per area,423,28,0.004778268808185783,-2.3207294220562176,7,0.056540173577432545,11.832773719337856,1.0730865594889085,10,0.18327737193378563,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,4.135609825680274,10,10,cross_source_power_of_ten,high
Pinguicula vulgaris,Leaf mass per area,155,12,0.02525655691526387,-1.5976258546762063,4,0.002016942315449778,0.07985816602859408,1.0976806677555964,0.1,0.20141833971405926,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.7824128799176124,1,0.1,cross_source_power_of_ten,high
Pinguicula vulgaris,Leaf mass per area,270,1,0.0016445693502906108,-2.783947807913473,4,0.016445693502906106,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,12.015945347262328,10,10,cross_source_power_of_ten,high
Pinguicula vulgaris,Leaf mass per area,297,9,0.002016942315449778,-2.6953065224318027,4,0.016445693502906106,8.153774838740848,0.9113587145183297,10,0.18462251612591524,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,9.797531283619273,10,10,cross_source_power_of_ten,high
Pinguicula vulgaris,Leaf mass per area,541,1,0.016445693502906106,-1.783947807913473,4,0.002016942315449778,0.12264258208955224,0.9113587145183297,0.1,0.22642582089552235,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,1.201594534726233,1,0.1,cross_source_power_of_ten,high
Pinus banksiana,Leaf mass per area,208,2,0.24390243902439027,-0.6127838567197355,8,0.024390243902439025,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.08102032727478624,0.1,0.1,cross_source_power_of_ten,high
Pinus banksiana,Leaf mass per area,541,13,0.24390243902439027,-0.6127838567197355,8,0.024390243902439025,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.08102032727478624,0.1,0.1,cross_source_power_of_ten,high
Pinus contorta,Leaf mass per area,541,1,0.2127659574468085,-0.6720978579357174,5,0.02108039762818277,0.09907786885245902,1.00402334358369,0.1,0.00922131147540986,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.09287696053451105,0.1,0.1,cross_source_power_of_ten,high
Pinus edulis,Leaf mass per area,208,2,0.4081632653061224,-0.38916608436453254,4,0.04081632653061224,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.048414585810543004,0.1,0.1,cross_source_power_of_ten,high
Pinus edulis,Leaf mass per area,270,1,0.04081632653061224,-1.3891660843645326,4,0.4081632653061224,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.48414585810543004,1,10,cross_source_power_of_ten,high
Pinus edulis,Leaf mass per area,541,1,0.4081632653061224,-0.38916608436453254,4,0.04081632653061224,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.048414585810543004,0.1,0.1,cross_source_power_of_ten,high
Pinus halepensis,Leaf mass per area,157,6,0.23256317064728277,-0.6334590602484976,9,0.019253584378620694,0.082788621796964,1.0820293471565243,0.1,0.17211378203036004,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.0849707001236465,0.1,0.1,cross_source_power_of_ten,high
Pinus halepensis,Leaf mass per area,541,2,0.20550714285457422,-0.6871730786618011,9,0.019253584378620694,0.09368815171667959,1.0283153287432207,0.1,0.06311848283320418,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.09615751140513143,0.1,0.1,cross_source_power_of_ten,high
Pinus jeffreyi,Leaf mass per area,541,2,0.3279569892473118,-0.4841831092071493,3,0.032782849462113586,0.09996081967136275,1.0001701913482055,0.1,3.918032863725607e-4,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06025502148384743,0.1,0.1,cross_source_power_of_ten,high
Pinus monophylla,Leaf mass per area,541,1,0.7692307692307692,-0.1139433523068368,3,0.07588153846151002,0.09864599999996304,1.0059205202766013,0.1,0.013540000000369645,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.025689372062737106,0.01,0.1,cross_source_power_of_ten,high
Pinus monticola,Leaf mass per area,541,3,0.2,-0.6989700043360187,3,0.01999001996007984,0.09995009980039919,1.0002167679016318,0.1,4.99001996008136e-4,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.09880527716437347,0.1,0.1,cross_source_power_of_ten,high
Pinus nigra,Leaf mass per area,297,118,0.022769999999887516,-1.6426369693870027,4,0.19189534783993528,8.427551508163516,0.9257014155558487,10,0.1572448491836484,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.8678548718916256,1,10,cross_source_power_of_ten,high
Pinus nigra,Leaf mass per area,541,1,0.32489592795554956,-0.4882557317991147,4,0.03248959279555496,0.10000000000000002,0.9999999999999999,0.1,1.3877787807814457e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06082272424041674,0.1,0.1,cross_source_power_of_ten,high
Pinus palustris,Leaf mass per area,323,5,0.002869769844458475,-2.542152932286831,7,0.022448742728289083,7.822488891099613,0.8933449550668645,10,0.21775111089003873,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,6.885937376139515,10,10,cross_source_power_of_ten,high
Pinus pinaster,Leaf mass per area,297,30,0.023390318092650637,-1.630963872036783,9,0.2746706002783182,11.742918552468133,1.0697760486754064,10,0.1742918552468133,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.844839106274648,1,10,cross_source_power_of_ten,high
Pinus pinea,Leaf mass per area,157,4,0.24753687044856498,-0.6063601040445034,4,0.02564102564102564,0.10358467243510505,0.9847045029819959,0.1,0.03584672435105046,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07983075570546486,0.1,0.1,cross_source_power_of_ten,high
Pinus pinea,Leaf mass per area,270,1,0.02564102564102564,-1.5910646070264993,4,0.24753687044856498,9.653937947494034,0.9847045029819959,10,0.034606205250596565,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.7706811618821131,1,10,cross_source_power_of_ten,high
Pinus pinea,Leaf mass per area,297,22,0.023784999999759887,-1.6236968442484638,4,0.24753687044856498,10.407268045031065,1.0173367402039604,10,0.04072680450310653,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.8308200728641658,1,10,cross_source_power_of_ten,high
Pinus pinea,Leaf mass per area,541,1,0.25641025641025644,-0.5910646070264991,4,0.02564102564102564,0.09999999999999998,1,0.1,2.7755575615628914e-16,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.0770681161882113,0.1,0.1,cross_source_power_of_ten,high
Pinus ponderosa,Leaf mass per area,541,4,0.29411764705882354,-0.5314789170422551,8,0.029796680497865224,0.10130871369274176,0.9943531988063192,0.1,0.013087136927417559,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06718758847177396,0.1,0.1,cross_source_power_of_ten,high
Pinus resinosa,Leaf mass per area,210,1,0.001951219512195122,-2.7096938697277917,8,0.018537414965986394,9.500425170068027,0.9777430415922771,10,0.049957482993197286,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,10.12754090934828,10,10,cross_source_power_of_ten,high
Pinus rigida,Leaf mass per area,208,2,0.20449897750511248,-0.6893088591236203,6,0.02044989775051125,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.09663156106675726,0.1,0.1,cross_source_power_of_ten,high
Pinus rigida,Leaf mass per area,541,1,0.20449897750511248,-0.6893088591236203,6,0.02044989775051125,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.09663156106675726,0.1,0.1,cross_source_power_of_ten,high
Pinus serotina,Leaf mass per area,208,2,0.2785515320334262,-0.5550944485783191,5,0.02284098667588293,0.08199914216641971,1.0861906909618813,0.1,0.18000857833580297,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07094218900402015,0.1,0.1,cross_source_power_of_ten,high
Pinus serotina,Leaf mass per area,297,2,0.01782682014842324,-1.7489261170126806,5,0.15320334261838442,8.593980381404984,0.9341943579286055,10,0.14060196185950158,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,1.1085014191172247,1,10,cross_source_power_of_ten,high
Pinus serotina,Leaf mass per area,541,1,0.2785515320334262,-0.5550944485783191,5,0.02284098667588293,0.08199914216641971,1.0861906909618813,0.1,0.18000857833580297,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07094218900402015,0.1,0.1,cross_source_power_of_ten,high
Pinus strobus,Leaf mass per area,208,7,0.13513513513513511,-0.8692317197309762,10,0.01289999999999355,0.09545999999995229,1.020178569969992,0.1,0.04540000000047714,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.14623181020327275,0.1,0.1,cross_source_power_of_ten,high
Pinus strobus,Leaf mass per area,346,2,142.85714285714286,2.154901959985743,10,0.01289999999999355,9.029999999995486e-5,4.044312249686711,1e-4,0.09700000000045149,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,TRUE,1.3832738803012286e-4,1e-4,1e-4,cross_source_power_of_ten_and_global_outlier,high
Pinus strobus,Leaf mass per area,541,3,0.13513513513513511,-0.8692317197309762,10,0.01289999999999355,0.09545999999995229,1.020178569969992,0.1,0.04540000000047714,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.14623181020327275,0.1,0.1,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,155,17,0.29926964216456076,-0.5239373356459234,18,0.02857142857142857,0.09547052071428572,1.0201307087043523,0.1,0.045294792857142885,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.0660309388214144,0.1,0.1,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,157,2,0.2515527950310559,-0.5993708528171812,18,0.02857142857142857,0.11358024691358025,0.9446971915330945,0.1,0.13580246913580243,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07855629443685991,0.1,0.1,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,208,15,0.24752475247524752,-0.6063813651106049,18,0.02857142857142857,0.11542857142857142,0.9376866792396708,0.1,0.15428571428571417,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.07983466394881376,0.1,0.1,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,210,3,0.003703703703703704,-2.4313637641589874,18,0.035605872016446834,9.613585444440645,0.9828853906162576,10,0.038641455555935525,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,5.335484966876167,10,10,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,256,20,0.23324784965938591,-0.632182351377251,18,0.02857142857142857,0.12249385626985074,0.9118856929730247,0.1,0.22493856269850732,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.0847212759377287,0.1,0.1,cross_source_power_of_ten,high
Pinus sylvestris,Leaf mass per area,541,3,0.2857142857142857,-0.5440680443502757,18,0.02857142857142857,0.1,1,0.1,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.06916369401506144,0.1,0.1,cross_source_power_of_ten,high
Pinus uncinata,Leaf mass per area,157,1,0.26666666666666666,-0.5740312677277188,2,0.02561499999979701,0.09605624999923879,1.017474372063363,0.1,0.0394375000076122,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.0741039578732801,0.1,0.1,cross_source_power_of_ten,high
Pinus uncinata,Leaf mass per area,297,58,0.02561499999979701,-1.5915056397910818,2,0.26666666666666666,10.410566725308605,1.017474372063363,10,0.04105667253086054,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.7714641980492405,1,10,cross_source_power_of_ten,high
Pistacia lentiscus,Leaf mass per area,297,82,0.00775103215721068,-2.1106404613215988,13,0.0661156845561891,8.529920043575432,0.93094496026521,10,0.1470079956424568,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.549474061269537,1,10,cross_source_power_of_ten,high
Pistacia terebinthus,Leaf mass per area,138,7,0.009259259259259259,-2.03342375548695,8,0.0855431993156544,9.238665526090676,0.9656092443251096,10,0.07613344739093239,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.134193986750467,1,10,cross_source_power_of_ten,high
Pistacia terebinthus,Leaf mass per area,297,16,0.01026392961876833,-1.988686334642222,8,0.0855431993156544,8.334351704753757,0.920871823480382,10,0.16656482952462426,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,1.9252914007457913,1,10,cross_source_power_of_ten,high
Plagiobothrys nothofulvus,Leaf mass per area,297,1,0.004997166606534095,-2.301276170851148,2,0.04997176595223699,10.000019988706383,1.0000008680976207,10,1.998870638253436e-6,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.954451990261027,10,10,cross_source_power_of_ten,high
Plagiobothrys nothofulvus,Leaf mass per area,600,1,0.04997176595223699,-1.3012753027535275,2,0.004997166606534095,0.09999980011333572,1.0000008680976207,0.1,1.9988666428993884e-6,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.3954444085838853,1,0.1,cross_source_power_of_ten,high
Plantago albicans,Leaf mass per area,157,2,0.09974196958777883,-1.001122060093409,2,0.008423150948583981,0.08444941465860177,1.0734033562933312,0.1,0.15550585341398235,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.19812176874534043,0.1,0.1,cross_source_power_of_ten,high
Plantago albicans,Leaf mass per area,522,1,0.008423150948583981,-2.07452541638674,2,0.09974196958777883,11.841408303925324,1.073403356293331,10,0.18414083039253235,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.3460407576094466,1,10,cross_source_power_of_ten,high
Plantago atrata,Leaf mass per area,297,1,0.006939625260235948,-2.1586639808139894,4,0.06939625260235947,10,1,10,0,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.847568087877243,1,10,cross_source_power_of_ten,high
Plantago atrata,Leaf mass per area,346,1,71.42857142857143,1.853871964321762,4,0.06505876856221149,9.108227598709608e-4,3.040566125660246,0.001,0.08917724012903923,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,TRUE,0.00027665477606024573,1e-4,0.001,cross_source_power_of_ten_and_global_outlier,high
Plantago bellardii,Leaf mass per area,297,1,0.009088336769380508,-2.0415155885021354,2,0.09088336769396943,10.000000000018083,1.0000000000007854,10,1.808331262509455e-12,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,2.1743313363399577,1,10,cross_source_power_of_ten,high
Plantago bellardii,Leaf mass per area,357,1,0.09088336769396943,-1.04151558850135,2,0.009088336769380508,0.09999999999981916,1.0000000000007854,0.1,1.8084145292363019e-12,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,0.21743313363360256,0.1,0.1,cross_source_power_of_ten,high
Plantago coronopus,Leaf mass per area,297,3,0.005098659052669148,-2.29254402833358,6,0.05998953527478222,11.765747553443038,1.0706195259039828,10,0.17657475534430384,TRUE,10687,-1.7041898635726516,-2.208331081708242,-1.2111205412580495,0.9972105404501928,-5.19996270305882,1.7805110800925286,FALSE,3.875735802049714,10,10,cross_source_power_of_ten,high
