route_id,repeat_id,fold_id,variant,status,error_message,warning_text,converged,linear_trend_slope,median_diff,epochs_run,early_stopping_triggered,loss,brier,auc,auc_macro,n_train_samples,n_test_samples,n_taxa_raw,n_taxa_retained,n_taxa_dropped,age_scale_mode,age_scale_value
pooled_spatiotemporal_age_current,1,fold_003,full,not_converged,NA,NA,FALSE,0.08,0.93,122,TRUE,6.169340612946571,0.4465508310354827,0.5519986586786187,0.5524988441424193,290,145,9,8,1,center,NA
pooled_spatiotemporal_age_current,1,fold_003,no_abiotic,ok,NA,NA,TRUE,0,0,338,TRUE,2.3006870374868758,0.1899559879738401,0.8116311725484208,0.630467711004782,290,145,9,8,1,center,NA
pooled_spatiotemporal_age_current,1,fold_003,no_spatial,not_converged,NA,NA,FALSE,0.02,0.43,500,FALSE,5.824614561516545,0.42179841612487234,0.5792756864541511,0.6041596594546543,290,145,9,8,1,center,NA
pooled_spatiotemporal_age_current,1,fold_003,no_associations,not_converged,NA,NA,FALSE,0.05,1.44,310,TRUE,6.49090850782964,0.4698266465527241,0.5299491914646451,0.5557978697700199,290,145,9,8,1,center,NA
