commit,profile_id,scale_id,resolution_id,target_suffix,store_path,started_at,finished_at,elapsed_hours,calibration_contract_version,calibration_input_hash,calibration_status,migration_status
7fccc37b9bb11e90238b4d18fa73c8cc14072aa2,project_modern_spatial_local,am_r007_l008,family,_family,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/am_r007_l008/pipeline_modern_spatial_resolution,2026-09-11T12:59:06Z,2026-09-11T13:13:59Z,0.2479589413934284,sjsdm_cv_adaptive_calibration_v2,e1b6f17215192c8864fe0eec2277b3a7,accepted,reused_stricter_v2_result
