commit,profile_id,scale_id,resolution_id,target_suffix,store_path,started_at,finished_at,elapsed_hours,calibration_contract_version,calibration_input_hash,calibration_status,migration_status
7fccc37b9bb11e90238b4d18fa73c8cc14072aa2,project_modern_spatial_local,eu_r005_l010,functional_type,_ft_modern,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l010/pipeline_modern_spatial_resolution,2026-09-11T13:44:08Z,2026-09-11T13:54:17Z,0.16894108249081505,sjsdm_cv_adaptive_calibration_v2,523a03a38b07d5a481a398cc774f7d64,accepted,reused_stricter_v2_result
