experiment_id,config_active,store_path,resolution_id,n_folds,n_repeats,seed_cv,iter,sampling,device,run_completed_at
asia_age_minimal,project_paleo_spatial_continental,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/paleo_spatial_continental/asia/pipeline_paleo_spatial_resolution,genus,3,3,900723,500,200,gpu,2026-06-02 13:55:46.563589
