n_pairs,n_defined_pairs,n_interaction_beats_main,proportion_interaction_beats_main,mean_delta_loss_interaction_minus_main,median_delta_loss_interaction_minus_main
9,9,5,0.5555555555555556,-0.006821771769535159,-0.007214961881919502
