commit,profile_id,scale_id,resolution_id,target_suffix,store_path,started_at,finished_at,elapsed_hours,calibration_contract_version,calibration_input_hash,calibration_status,migration_status
7fccc37b9bb11e90238b4d18fa73c8cc14072aa2,project_paleo_spatial_continental,europe,genus,_genus,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/paleo_spatial_continental/europe/pipeline_paleo_spatial_resolution,2026-09-12T14:12:52Z,2026-09-12T15:16:25Z,1.0590214833286073,sjsdm_cv_adaptive_calibration_v3,94d97aa33c2ac18d606aa0084e955d47,accepted,NA
