profile_id,profile_role,profile_status,profile_selectable,pipeline_id,target_store,profile_owner_issue,pipeline_script,manifest_target_count,target_name,legacy_target_name,target_owner_issue,migration_status
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_modern_deduplication,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_modern_dropped_duplicate_records,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_modern_quality_report,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ages,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_checked_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_checked_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_checked_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sample_ids_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_all_tuning_work_items_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_all_tuning_work_items_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_all_tuning_work_items_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_fold_metrics_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_fold_metrics_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_fold_metrics_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_repeat_summary_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_repeat_summary_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_candidate_repeat_summary_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_cv_model_provenance_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_cv_model_provenance_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_cv_model_provenance_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_fold_local_metrics_family,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_fold_local_metrics_ft_modern,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_fold_local_metrics_genus,,,unchanged
project_cz_modern,smoke,active,TRUE,modern_spatial_smoke,Data/targets/cz_modern,,R/Pipelines/pipeline_modern_spatial_resolution_test.R,262,data_sjsdm_model_context_family,,,unchanged
